groundTruth,result,wordsInGroundTruth,wordsInResult,wordAccuracy,Method and file,Method,File,Decorations
..\..\groundtruth\00539352.txt,..\..\Submissions\gt4hist\00539352.txt,288,257,0.6076388889,gt4hist\00539352.txt,gt4hist,00539352.txt,0
..\..\groundtruth\00539353.txt,..\..\Submissions\gt4hist\00539353.txt,285,250,0.6,gt4hist\00539353.txt,gt4hist,00539353.txt,0
..\..\groundtruth\00539354.txt,..\..\Submissions\gt4hist\00539354.txt,275,261,0.5963636364,gt4hist\00539354.txt,gt4hist,00539354.txt,0
..\..\groundtruth\00539355.txt,..\..\Submissions\gt4hist\00539355.txt,278,276,0.6438848921,gt4hist\00539355.txt,gt4hist,00539355.txt,0
..\..\groundtruth\00539356.txt,..\..\Submissions\gt4hist\00539356.txt,260,260,0.6807692308,gt4hist\00539356.txt,gt4hist,00539356.txt,0
..\..\groundtruth\00539357.txt,..\..\Submissions\gt4hist\00539357.txt,254,251,0.6456692913,gt4hist\00539357.txt,gt4hist,00539357.txt,0
..\..\groundtruth\00539358.txt,..\..\Submissions\gt4hist\00539358.txt,276,273,0.5543478261,gt4hist\00539358.txt,gt4hist,00539358.txt,0
..\..\groundtruth\00539359.txt,..\..\Submissions\gt4hist\00539359.txt,293,283,0.6348122867,gt4hist\00539359.txt,gt4hist,00539359.txt,0
..\..\groundtruth\00539360.txt,..\..\Submissions\gt4hist\00539360.txt,288,284,0.6840277778,gt4hist\00539360.txt,gt4hist,00539360.txt,0
..\..\groundtruth\00539361.txt,..\..\Submissions\gt4hist\00539361.txt,268,264,0.6082089552,gt4hist\00539361.txt,gt4hist,00539361.txt,0
..\..\groundtruth\00539362.txt,..\..\Submissions\gt4hist\00539362.txt,292,282,0.5856164384,gt4hist\00539362.txt,gt4hist,00539362.txt,0
..\..\groundtruth\00539363.txt,..\..\Submissions\gt4hist\00539363.txt,257,253,0.6848249027,gt4hist\00539363.txt,gt4hist,00539363.txt,0
..\..\groundtruth\00539364.txt,..\..\Submissions\gt4hist\00539364.txt,270,269,0.7666666667,gt4hist\00539364.txt,gt4hist,00539364.txt,0
..\..\groundtruth\00539365.txt,..\..\Submissions\gt4hist\00539365.txt,255,252,0.01960784314,gt4hist\00539365.txt,gt4hist,00539365.txt,0
..\..\groundtruth\00539366.txt,..\..\Submissions\gt4hist\00539366.txt,270,269,0.8185185185,gt4hist\00539366.txt,gt4hist,00539366.txt,0
..\..\groundtruth\00539367.txt,..\..\Submissions\gt4hist\00539367.txt,269,265,0.6654275093,gt4hist\00539367.txt,gt4hist,00539367.txt,0
..\..\groundtruth\00539368.txt,..\..\Submissions\gt4hist\00539368.txt,249,242,0.7228915663,gt4hist\00539368.txt,gt4hist,00539368.txt,0
..\..\groundtruth\00539369.txt,..\..\Submissions\gt4hist\00539369.txt,287,284,0.7038327526,gt4hist\00539369.txt,gt4hist,00539369.txt,0
..\..\groundtruth\00539370.txt,..\..\Submissions\gt4hist\00539370.txt,253,250,0.7351778656,gt4hist\00539370.txt,gt4hist,00539370.txt,0
..\..\groundtruth\00539371.txt,..\..\Submissions\gt4hist\00539371.txt,268,263,0.5335820896,gt4hist\00539371.txt,gt4hist,00539371.txt,0
..\..\groundtruth\00539372.txt,..\..\Submissions\gt4hist\00539372.txt,292,290,0.6369863014,gt4hist\00539372.txt,gt4hist,00539372.txt,0
..\..\groundtruth\00539373.txt,..\..\Submissions\gt4hist\00539373.txt,269,266,0.6431226766,gt4hist\00539373.txt,gt4hist,00539373.txt,0
..\..\groundtruth\00046893.txt,..\..\Submissions\mixed\00046893.txt,14,9,0.3571428571,mixed\00046893.txt,mixed,00046893.txt,0
..\..\groundtruth\00046895.txt,..\..\Submissions\mixed\00046895.txt,84,78,0.369047619,mixed\00046895.txt,mixed,00046895.txt,0
..\..\groundtruth\00046896.txt,..\..\Submissions\mixed\00046896.txt,110,99,0.4454545455,mixed\00046896.txt,mixed,00046896.txt,0
..\..\groundtruth\00046897.txt,..\..\Submissions\mixed\00046897.txt,107,98,0.4018691589,mixed\00046897.txt,mixed,00046897.txt,0
..\..\groundtruth\00046898.txt,..\..\Submissions\mixed\00046898.txt,109,100,0.4495412844,mixed\00046898.txt,mixed,00046898.txt,0
..\..\groundtruth\00046899.txt,..\..\Submissions\mixed\00046899.txt,106,97,0.5,mixed\00046899.txt,mixed,00046899.txt,0
..\..\groundtruth\00046900.txt,..\..\Submissions\mixed\00046900.txt,115,100,0.4695652174,mixed\00046900.txt,mixed,00046900.txt,0
..\..\groundtruth\00046901.txt,..\..\Submissions\mixed\00046901.txt,110,95,0.03636363636,mixed\00046901.txt,mixed,00046901.txt,0
..\..\groundtruth\00046902.txt,..\..\Submissions\mixed\00046902.txt,116,106,0.4482758621,mixed\00046902.txt,mixed,00046902.txt,0
..\..\groundtruth\00046903.txt,..\..\Submissions\mixed\00046903.txt,58,55,0.3103448276,mixed\00046903.txt,mixed,00046903.txt,0
..\..\groundtruth\00046905.txt,..\..\Submissions\mixed\00046905.txt,54,50,0.4259259259,mixed\00046905.txt,mixed,00046905.txt,0
..\..\groundtruth\00046906.txt,..\..\Submissions\mixed\00046906.txt,140,134,0.2428571429,mixed\00046906.txt,mixed,00046906.txt,0
..\..\groundtruth\00046907.txt,..\..\Submissions\mixed\00046907.txt,176,169,0.02840909091,mixed\00046907.txt,mixed,00046907.txt,0
..\..\groundtruth\00046908.txt,..\..\Submissions\mixed\00046908.txt,178,164,0.4719101124,mixed\00046908.txt,mixed,00046908.txt,0
..\..\groundtruth\00046909.txt,..\..\Submissions\mixed\00046909.txt,165,157,0.1272727273,mixed\00046909.txt,mixed,00046909.txt,0
..\..\groundtruth\00046910.txt,..\..\Submissions\mixed\00046910.txt,183,179,0.6393442623,mixed\00046910.txt,mixed,00046910.txt,0
..\..\groundtruth\00046911.txt,..\..\Submissions\mixed\00046911.txt,172,174,0.4186046512,mixed\00046911.txt,mixed,00046911.txt,0
..\..\groundtruth\00046912.txt,..\..\Submissions\mixed\00046912.txt,163,160,0.509202454,mixed\00046912.txt,mixed,00046912.txt,0
..\..\groundtruth\00046913.txt,..\..\Submissions\mixed\00046913.txt,158,152,0.4810126582,mixed\00046913.txt,mixed,00046913.txt,0
..\..\groundtruth\00046914.txt,..\..\Submissions\mixed\00046914.txt,173,167,0.5953757225,mixed\00046914.txt,mixed,00046914.txt,0
..\..\groundtruth\00046915.txt,..\..\Submissions\mixed\00046915.txt,169,158,0.3431952663,mixed\00046915.txt,mixed,00046915.txt,0
..\..\groundtruth\00046916.txt,..\..\Submissions\mixed\00046916.txt,162,159,0.549382716,mixed\00046916.txt,mixed,00046916.txt,0
..\..\groundtruth\00046917.txt,..\..\Submissions\mixed\00046917.txt,158,146,0.4493670886,mixed\00046917.txt,mixed,00046917.txt,0
..\..\groundtruth\00046918.txt,..\..\Submissions\mixed\00046918.txt,156,152,0.5384615385,mixed\00046918.txt,mixed,00046918.txt,0
..\..\groundtruth\00046919.txt,..\..\Submissions\mixed\00046919.txt,172,163,0.4534883721,mixed\00046919.txt,mixed,00046919.txt,0
..\..\groundtruth\00046920.txt,..\..\Submissions\mixed\00046920.txt,162,152,0.5740740741,mixed\00046920.txt,mixed,00046920.txt,0
..\..\groundtruth\00046921.txt,..\..\Submissions\mixed\00046921.txt,159,158,0.5283018868,mixed\00046921.txt,mixed,00046921.txt,0
..\..\groundtruth\00046922.txt,..\..\Submissions\mixed\00046922.txt,167,164,0.119760479,mixed\00046922.txt,mixed,00046922.txt,0
..\..\groundtruth\00046923.txt,..\..\Submissions\mixed\00046923.txt,160,157,0.425,mixed\00046923.txt,mixed,00046923.txt,0
..\..\groundtruth\00046924.txt,..\..\Submissions\mixed\00046924.txt,124,115,0.4677419355,mixed\00046924.txt,mixed,00046924.txt,0
..\..\groundtruth\00046925.txt,..\..\Submissions\mixed\00046925.txt,163,156,0.1226993865,mixed\00046925.txt,mixed,00046925.txt,0
..\..\groundtruth\00046926.txt,..\..\Submissions\mixed\00046926.txt,163,149,0.04294478528,mixed\00046926.txt,mixed,00046926.txt,0
..\..\groundtruth\00046927.txt,..\..\Submissions\mixed\00046927.txt,171,160,0.5029239766,mixed\00046927.txt,mixed,00046927.txt,0
..\..\groundtruth\00046928.txt,..\..\Submissions\mixed\00046928.txt,105,102,0.1142857143,mixed\00046928.txt,mixed,00046928.txt,0
..\..\groundtruth\00046929.txt,..\..\Submissions\mixed\00046929.txt,181,171,0.5359116022,mixed\00046929.txt,mixed,00046929.txt,0
..\..\groundtruth\00046930.txt,..\..\Submissions\mixed\00046930.txt,160,151,0.55,mixed\00046930.txt,mixed,00046930.txt,0
..\..\groundtruth\00046931.txt,..\..\Submissions\mixed\00046931.txt,175,171,0.5428571429,mixed\00046931.txt,mixed,00046931.txt,0
..\..\groundtruth\00046932.txt,..\..\Submissions\mixed\00046932.txt,151,145,0.4900662252,mixed\00046932.txt,mixed,00046932.txt,0
..\..\groundtruth\00046933.txt,..\..\Submissions\mixed\00046933.txt,140,134,0.1285714286,mixed\00046933.txt,mixed,00046933.txt,0
..\..\groundtruth\00046934.txt,..\..\Submissions\mixed\00046934.txt,179,173,0.5530726257,mixed\00046934.txt,mixed,00046934.txt,0
..\..\groundtruth\00046935.txt,..\..\Submissions\mixed\00046935.txt,151,145,0.03973509934,mixed\00046935.txt,mixed,00046935.txt,0
..\..\groundtruth\00046936.txt,..\..\Submissions\mixed\00046936.txt,156,143,0.5128205128,mixed\00046936.txt,mixed,00046936.txt,0
..\..\groundtruth\00046937.txt,..\..\Submissions\mixed\00046937.txt,161,155,0.4968944099,mixed\00046937.txt,mixed,00046937.txt,0
..\..\groundtruth\00046938.txt,..\..\Submissions\mixed\00046938.txt,194,178,0.5309278351,mixed\00046938.txt,mixed,00046938.txt,0
..\..\groundtruth\00046939.txt,..\..\Submissions\mixed\00046939.txt,180,164,0.5,mixed\00046939.txt,mixed,00046939.txt,0
..\..\groundtruth\00046940.txt,..\..\Submissions\mixed\00046940.txt,200,172,0.055,mixed\00046940.txt,mixed,00046940.txt,0
..\..\groundtruth\00046941.txt,..\..\Submissions\mixed\00046941.txt,173,165,0.2947976879,mixed\00046941.txt,mixed,00046941.txt,0
..\..\groundtruth\00046942.txt,..\..\Submissions\mixed\00046942.txt,119,107,0.4369747899,mixed\00046942.txt,mixed,00046942.txt,0
..\..\groundtruth\00046943.txt,..\..\Submissions\mixed\00046943.txt,116,109,0.4310344828,mixed\00046943.txt,mixed,00046943.txt,0
..\..\groundtruth\00046944.txt,..\..\Submissions\mixed\00046944.txt,171,155,0.4619883041,mixed\00046944.txt,mixed,00046944.txt,0
..\..\groundtruth\00046945.txt,..\..\Submissions\mixed\00046945.txt,186,177,0.564516129,mixed\00046945.txt,mixed,00046945.txt,0
..\..\groundtruth\00046946.txt,..\..\Submissions\mixed\00046946.txt,167,163,0.5868263473,mixed\00046946.txt,mixed,00046946.txt,0
..\..\groundtruth\00046947.txt,..\..\Submissions\mixed\00046947.txt,132,119,0.09090909091,mixed\00046947.txt,mixed,00046947.txt,0
..\..\groundtruth\00046948.txt,..\..\Submissions\mixed\00046948.txt,174,157,0.5287356322,mixed\00046948.txt,mixed,00046948.txt,0
..\..\groundtruth\00046949.txt,..\..\Submissions\mixed\00046949.txt,185,172,0.4918918919,mixed\00046949.txt,mixed,00046949.txt,0
..\..\groundtruth\00046950.txt,..\..\Submissions\mixed\00046950.txt,190,183,0.5526315789,mixed\00046950.txt,mixed,00046950.txt,0
..\..\groundtruth\00046951.txt,..\..\Submissions\mixed\00046951.txt,181,168,0.5414364641,mixed\00046951.txt,mixed,00046951.txt,0
..\..\groundtruth\00046952.txt,..\..\Submissions\mixed\00046952.txt,146,143,0.2671232877,mixed\00046952.txt,mixed,00046952.txt,0
..\..\groundtruth\00046953.txt,..\..\Submissions\mixed\00046953.txt,155,143,0.5741935484,mixed\00046953.txt,mixed,00046953.txt,0
..\..\groundtruth\00046954.txt,..\..\Submissions\mixed\00046954.txt,178,163,0.4494382022,mixed\00046954.txt,mixed,00046954.txt,0
..\..\groundtruth\00046955.txt,..\..\Submissions\mixed\00046955.txt,178,175,0.5898876404,mixed\00046955.txt,mixed,00046955.txt,0
..\..\groundtruth\00046956.txt,..\..\Submissions\mixed\00046956.txt,153,144,0.2483660131,mixed\00046956.txt,mixed,00046956.txt,0
..\..\groundtruth\00046957.txt,..\..\Submissions\mixed\00046957.txt,176,173,0.5454545455,mixed\00046957.txt,mixed,00046957.txt,0
..\..\groundtruth\00046958.txt,..\..\Submissions\mixed\00046958.txt,154,148,0.5649350649,mixed\00046958.txt,mixed,00046958.txt,0
..\..\groundtruth\00046959.txt,..\..\Submissions\mixed\00046959.txt,171,155,0.3684210526,mixed\00046959.txt,mixed,00046959.txt,0
..\..\groundtruth\00046960.txt,..\..\Submissions\mixed\00046960.txt,153,148,0.5424836601,mixed\00046960.txt,mixed,00046960.txt,0
..\..\groundtruth\00046961.txt,..\..\Submissions\mixed\00046961.txt,176,157,0.5113636364,mixed\00046961.txt,mixed,00046961.txt,0
..\..\groundtruth\00046962.txt,..\..\Submissions\mixed\00046962.txt,165,156,0.5212121212,mixed\00046962.txt,mixed,00046962.txt,0
..\..\groundtruth\00046963.txt,..\..\Submissions\mixed\00046963.txt,177,166,0.5367231638,mixed\00046963.txt,mixed,00046963.txt,0
..\..\groundtruth\00046964.txt,..\..\Submissions\mixed\00046964.txt,164,152,0.5609756098,mixed\00046964.txt,mixed,00046964.txt,0
..\..\groundtruth\00046965.txt,..\..\Submissions\mixed\00046965.txt,172,156,0.4244186047,mixed\00046965.txt,mixed,00046965.txt,0
..\..\groundtruth\00046966.txt,..\..\Submissions\mixed\00046966.txt,167,156,0.4251497006,mixed\00046966.txt,mixed,00046966.txt,0
..\..\groundtruth\00046967.txt,..\..\Submissions\mixed\00046967.txt,157,152,0.5286624204,mixed\00046967.txt,mixed,00046967.txt,0
..\..\groundtruth\00046968.txt,..\..\Submissions\mixed\00046968.txt,157,144,0.5095541401,mixed\00046968.txt,mixed,00046968.txt,0
..\..\groundtruth\00046969.txt,..\..\Submissions\mixed\00046969.txt,162,151,0.5,mixed\00046969.txt,mixed,00046969.txt,0
..\..\groundtruth\00046970.txt,..\..\Submissions\mixed\00046970.txt,151,144,0.4834437086,mixed\00046970.txt,mixed,00046970.txt,0
..\..\groundtruth\00046971.txt,..\..\Submissions\mixed\00046971.txt,176,168,0.4943181818,mixed\00046971.txt,mixed,00046971.txt,0
..\..\groundtruth\00046972.txt,..\..\Submissions\mixed\00046972.txt,183,172,0.4754098361,mixed\00046972.txt,mixed,00046972.txt,0
..\..\groundtruth\00046973.txt,..\..\Submissions\mixed\00046973.txt,178,165,0.5056179775,mixed\00046973.txt,mixed,00046973.txt,0
..\..\groundtruth\00046974.txt,..\..\Submissions\mixed\00046974.txt,160,147,0.125,mixed\00046974.txt,mixed,00046974.txt,0
..\..\groundtruth\00046975.txt,..\..\Submissions\mixed\00046975.txt,142,135,0.4929577465,mixed\00046975.txt,mixed,00046975.txt,0
..\..\groundtruth\00046976.txt,..\..\Submissions\mixed\00046976.txt,189,178,0.5873015873,mixed\00046976.txt,mixed,00046976.txt,0
..\..\groundtruth\00046977.txt,..\..\Submissions\mixed\00046977.txt,182,170,0.5659340659,mixed\00046977.txt,mixed,00046977.txt,0
..\..\groundtruth\00046978.txt,..\..\Submissions\mixed\00046978.txt,184,162,0.4945652174,mixed\00046978.txt,mixed,00046978.txt,0
..\..\groundtruth\00046979.txt,..\..\Submissions\mixed\00046979.txt,177,169,0.4689265537,mixed\00046979.txt,mixed,00046979.txt,0
..\..\groundtruth\00046980.txt,..\..\Submissions\mixed\00046980.txt,161,151,0.1304347826,mixed\00046980.txt,mixed,00046980.txt,0
..\..\groundtruth\00046981.txt,..\..\Submissions\mixed\00046981.txt,147,135,0.2244897959,mixed\00046981.txt,mixed,00046981.txt,0
..\..\groundtruth\00046982.txt,..\..\Submissions\mixed\00046982.txt,179,162,0.4301675978,mixed\00046982.txt,mixed,00046982.txt,0
..\..\groundtruth\00046983.txt,..\..\Submissions\mixed\00046983.txt,188,164,0.4946808511,mixed\00046983.txt,mixed,00046983.txt,0
..\..\groundtruth\00046984.txt,..\..\Submissions\mixed\00046984.txt,182,166,0.5494505495,mixed\00046984.txt,mixed,00046984.txt,0
..\..\groundtruth\00046985.txt,..\..\Submissions\mixed\00046985.txt,154,124,0.2727272727,mixed\00046985.txt,mixed,00046985.txt,0
..\..\groundtruth\00046986.txt,..\..\Submissions\mixed\00046986.txt,175,153,0.2342857143,mixed\00046986.txt,mixed,00046986.txt,0
..\..\groundtruth\00046987.txt,..\..\Submissions\mixed\00046987.txt,163,140,0.3312883436,mixed\00046987.txt,mixed,00046987.txt,0
..\..\groundtruth\00046988.txt,..\..\Submissions\mixed\00046988.txt,149,142,0.5167785235,mixed\00046988.txt,mixed,00046988.txt,0
..\..\groundtruth\00046989.txt,..\..\Submissions\mixed\00046989.txt,147,129,0.231292517,mixed\00046989.txt,mixed,00046989.txt,0
..\..\groundtruth\00046990.txt,..\..\Submissions\mixed\00046990.txt,160,145,0.4625,mixed\00046990.txt,mixed,00046990.txt,0
..\..\groundtruth\00046991.txt,..\..\Submissions\mixed\00046991.txt,183,175,0.5628415301,mixed\00046991.txt,mixed,00046991.txt,0
..\..\groundtruth\00046992.txt,..\..\Submissions\mixed\00046992.txt,154,139,0.474025974,mixed\00046992.txt,mixed,00046992.txt,0
..\..\groundtruth\00046993.txt,..\..\Submissions\mixed\00046993.txt,100,91,0.19,mixed\00046993.txt,mixed,00046993.txt,0
..\..\groundtruth\00046994.txt,..\..\Submissions\mixed\00046994.txt,166,148,0.5180722892,mixed\00046994.txt,mixed,00046994.txt,0
..\..\groundtruth\00046995.txt,..\..\Submissions\mixed\00046995.txt,160,148,0.5375,mixed\00046995.txt,mixed,00046995.txt,0
..\..\groundtruth\00046996.txt,..\..\Submissions\mixed\00046996.txt,139,131,0.4532374101,mixed\00046996.txt,mixed,00046996.txt,0
..\..\groundtruth\00046997.txt,..\..\Submissions\mixed\00046997.txt,156,149,0.5320512821,mixed\00046997.txt,mixed,00046997.txt,0
..\..\groundtruth\00046998.txt,..\..\Submissions\mixed\00046998.txt,153,141,0.5294117647,mixed\00046998.txt,mixed,00046998.txt,0
..\..\groundtruth\00046999.txt,..\..\Submissions\mixed\00046999.txt,158,151,0.5316455696,mixed\00046999.txt,mixed,00046999.txt,0
..\..\groundtruth\00047000.txt,..\..\Submissions\mixed\00047000.txt,169,165,0.6094674556,mixed\00047000.txt,mixed,00047000.txt,0
..\..\groundtruth\00047001.txt,..\..\Submissions\mixed\00047001.txt,100,95,0.29,mixed\00047001.txt,mixed,00047001.txt,0
..\..\groundtruth\00047002.txt,..\..\Submissions\mixed\00047002.txt,44,38,0,mixed\00047002.txt,mixed,00047002.txt,0
..\..\groundtruth\00310010.txt,..\..\Submissions\mixed\00310010.txt,146,155,0.1506849315,mixed\00310010.txt,mixed,00310010.txt,0
..\..\groundtruth\00451868.txt,..\..\Submissions\mixed\00451868.txt,67,84,0,mixed\00451868.txt,mixed,00451868.txt,0
..\..\groundtruth\00451869.txt,..\..\Submissions\mixed\00451869.txt,15,15,0,mixed\00451869.txt,mixed,00451869.txt,0
..\..\groundtruth\00451870.txt,..\..\Submissions\mixed\00451870.txt,59,100,0,mixed\00451870.txt,mixed,00451870.txt,0
..\..\groundtruth\00451871.txt,..\..\Submissions\mixed\00451871.txt,252,265,0.5317460317,mixed\00451871.txt,mixed,00451871.txt,0
..\..\groundtruth\00451872.txt,..\..\Submissions\mixed\00451872.txt,246,247,0.6138211382,mixed\00451872.txt,mixed,00451872.txt,0
..\..\groundtruth\00451873.txt,..\..\Submissions\mixed\00451873.txt,232,233,0.6077586207,mixed\00451873.txt,mixed,00451873.txt,0
..\..\groundtruth\00451874.txt,..\..\Submissions\mixed\00451874.txt,222,226,0.5945945946,mixed\00451874.txt,mixed,00451874.txt,0
..\..\groundtruth\00451875.txt,..\..\Submissions\mixed\00451875.txt,61,61,0.5081967213,mixed\00451875.txt,mixed,00451875.txt,0
..\..\groundtruth\00451876.txt,..\..\Submissions\mixed\00451876.txt,154,161,0.474025974,mixed\00451876.txt,mixed,00451876.txt,0
..\..\groundtruth\00451877.txt,..\..\Submissions\mixed\00451877.txt,271,259,0.5867158672,mixed\00451877.txt,mixed,00451877.txt,0
..\..\groundtruth\00451878.txt,..\..\Submissions\mixed\00451878.txt,296,285,0.6993243243,mixed\00451878.txt,mixed,00451878.txt,0
..\..\groundtruth\00451879.txt,..\..\Submissions\mixed\00451879.txt,271,261,0.594095941,mixed\00451879.txt,mixed,00451879.txt,0
..\..\groundtruth\00451880.txt,..\..\Submissions\mixed\00451880.txt,274,264,0.6313868613,mixed\00451880.txt,mixed,00451880.txt,0
..\..\groundtruth\00451881.txt,..\..\Submissions\mixed\00451881.txt,279,266,0.5698924731,mixed\00451881.txt,mixed,00451881.txt,0
..\..\groundtruth\00451882.txt,..\..\Submissions\mixed\00451882.txt,280,259,0.6464285714,mixed\00451882.txt,mixed,00451882.txt,0
..\..\groundtruth\00451883.txt,..\..\Submissions\mixed\00451883.txt,252,235,0.2936507937,mixed\00451883.txt,mixed,00451883.txt,0
..\..\groundtruth\00451884.txt,..\..\Submissions\mixed\00451884.txt,271,256,0.5313653137,mixed\00451884.txt,mixed,00451884.txt,0
..\..\groundtruth\00451885.txt,..\..\Submissions\mixed\00451885.txt,346,325,0.3439306358,mixed\00451885.txt,mixed,00451885.txt,0
..\..\groundtruth\00451886.txt,..\..\Submissions\mixed\00451886.txt,292,258,0.4383561644,mixed\00451886.txt,mixed,00451886.txt,0
..\..\groundtruth\00451887.txt,..\..\Submissions\mixed\00451887.txt,309,272,0.3786407767,mixed\00451887.txt,mixed,00451887.txt,0
..\..\groundtruth\00451888.txt,..\..\Submissions\mixed\00451888.txt,365,346,0.1616438356,mixed\00451888.txt,mixed,00451888.txt,0
..\..\groundtruth\00451889.txt,..\..\Submissions\mixed\00451889.txt,335,315,0.5582089552,mixed\00451889.txt,mixed,00451889.txt,0
..\..\groundtruth\00451890.txt,..\..\Submissions\mixed\00451890.txt,462,429,0.04978354978,mixed\00451890.txt,mixed,00451890.txt,0
..\..\groundtruth\00451891.txt,..\..\Submissions\mixed\00451891.txt,267,251,0.5543071161,mixed\00451891.txt,mixed,00451891.txt,0
..\..\groundtruth\00451892.txt,..\..\Submissions\mixed\00451892.txt,302,266,0.0298013245,mixed\00451892.txt,mixed,00451892.txt,0
..\..\groundtruth\00451893.txt,..\..\Submissions\mixed\00451893.txt,370,368,0.2027027027,mixed\00451893.txt,mixed,00451893.txt,0
..\..\groundtruth\00451894.txt,..\..\Submissions\mixed\00451894.txt,336,324,0.03273809524,mixed\00451894.txt,mixed,00451894.txt,0
..\..\groundtruth\00451895.txt,..\..\Submissions\mixed\00451895.txt,305,310,0.3016393443,mixed\00451895.txt,mixed,00451895.txt,0
..\..\groundtruth\00451896.txt,..\..\Submissions\mixed\00451896.txt,306,272,0.3562091503,mixed\00451896.txt,mixed,00451896.txt,0
..\..\groundtruth\00451897.txt,..\..\Submissions\mixed\00451897.txt,273,245,0.5531135531,mixed\00451897.txt,mixed,00451897.txt,0
..\..\groundtruth\00451898.txt,..\..\Submissions\mixed\00451898.txt,348,333,0.1954022989,mixed\00451898.txt,mixed,00451898.txt,0
..\..\groundtruth\00451899.txt,..\..\Submissions\mixed\00451899.txt,347,328,0.1556195965,mixed\00451899.txt,mixed,00451899.txt,0
..\..\groundtruth\00451900.txt,..\..\Submissions\mixed\00451900.txt,347,334,0.1902017291,mixed\00451900.txt,mixed,00451900.txt,0
..\..\groundtruth\00451901.txt,..\..\Submissions\mixed\00451901.txt,319,342,0.2382445141,mixed\00451901.txt,mixed,00451901.txt,0
..\..\groundtruth\00451902.txt,..\..\Submissions\mixed\00451902.txt,336,327,0.25,mixed\00451902.txt,mixed,00451902.txt,0
..\..\groundtruth\00451903.txt,..\..\Submissions\mixed\00451903.txt,291,272,0.529209622,mixed\00451903.txt,mixed,00451903.txt,0
..\..\groundtruth\00451904.txt,..\..\Submissions\mixed\00451904.txt,381,362,0.1312335958,mixed\00451904.txt,mixed,00451904.txt,0
..\..\groundtruth\00451905.txt,..\..\Submissions\mixed\00451905.txt,368,358,0.5733695652,mixed\00451905.txt,mixed,00451905.txt,0
..\..\groundtruth\00451906.txt,..\..\Submissions\mixed\00451906.txt,244,248,0.5737704918,mixed\00451906.txt,mixed,00451906.txt,#N/A
..\..\groundtruth\00451907.txt,..\..\Submissions\mixed\00451907.txt,381,374,0.6272965879,mixed\00451907.txt,mixed,00451907.txt,#N/A
..\..\groundtruth\00451908.txt,..\..\Submissions\mixed\00451908.txt,323,306,0.06191950464,mixed\00451908.txt,mixed,00451908.txt,#N/A
..\..\groundtruth\00451909.txt,..\..\Submissions\mixed\00451909.txt,354,343,0.2570621469,mixed\00451909.txt,mixed,00451909.txt,#N/A
..\..\groundtruth\00451910.txt,..\..\Submissions\mixed\00451910.txt,240,244,0.6666666667,mixed\00451910.txt,mixed,00451910.txt,#N/A
..\..\groundtruth\00451911.txt,..\..\Submissions\mixed\00451911.txt,332,313,0.3734939759,mixed\00451911.txt,mixed,00451911.txt,#N/A
..\..\groundtruth\00451912.txt,..\..\Submissions\mixed\00451912.txt,327,315,0.2599388379,mixed\00451912.txt,mixed,00451912.txt,#N/A
..\..\groundtruth\00451913.txt,..\..\Submissions\mixed\00451913.txt,372,377,0.1129032258,mixed\00451913.txt,mixed,00451913.txt,#N/A
..\..\groundtruth\00451914.txt,..\..\Submissions\mixed\00451914.txt,271,265,0.4317343173,mixed\00451914.txt,mixed,00451914.txt,#N/A
..\..\groundtruth\00451915.txt,..\..\Submissions\mixed\00451915.txt,308,295,0.3344155844,mixed\00451915.txt,mixed,00451915.txt,#N/A
..\..\groundtruth\00451916.txt,..\..\Submissions\mixed\00451916.txt,343,347,0.06705539359,mixed\00451916.txt,mixed,00451916.txt,#N/A
..\..\groundtruth\00451917.txt,..\..\Submissions\mixed\00451917.txt,368,352,0.1983695652,mixed\00451917.txt,mixed,00451917.txt,#N/A
..\..\groundtruth\00451918.txt,..\..\Submissions\mixed\00451918.txt,309,268,0.4239482201,mixed\00451918.txt,mixed,00451918.txt,#N/A
..\..\groundtruth\00451919.txt,..\..\Submissions\mixed\00451919.txt,236,235,0.5211864407,mixed\00451919.txt,mixed,00451919.txt,#N/A
..\..\groundtruth\00451920.txt,..\..\Submissions\mixed\00451920.txt,242,239,0.541322314,mixed\00451920.txt,mixed,00451920.txt,#N/A
..\..\groundtruth\00451921.txt,..\..\Submissions\mixed\00451921.txt,367,346,0.5803814714,mixed\00451921.txt,mixed,00451921.txt,#N/A
..\..\groundtruth\00451922.txt,..\..\Submissions\mixed\00451922.txt,138,146,0.4420289855,mixed\00451922.txt,mixed,00451922.txt,#N/A
..\..\groundtruth\00451923.txt,..\..\Submissions\mixed\00451923.txt,196,210,0.25,mixed\00451923.txt,mixed,00451923.txt,#N/A
..\..\groundtruth\00451924.txt,..\..\Submissions\mixed\00451924.txt,112,113,0.3214285714,mixed\00451924.txt,mixed,00451924.txt,#N/A
..\..\groundtruth\00451925.txt,..\..\Submissions\mixed\00451925.txt,109,139,0.376146789,mixed\00451925.txt,mixed,00451925.txt,#N/A
..\..\groundtruth\00451926.txt,..\..\Submissions\mixed\00451926.txt,263,258,0.6958174905,mixed\00451926.txt,mixed,00451926.txt,#N/A
..\..\groundtruth\00451927.txt,..\..\Submissions\mixed\00451927.txt,278,266,0.6258992806,mixed\00451927.txt,mixed,00451927.txt,#N/A
