groundTruth,result,wordIndexMissErrorRate,wordIndexFalseDetectionErrorRate,wordIndexSuccessRate,numberOfUniqueWordsInGroundTruth,numberOfUniqueWordsInResult,wordCountMissErrorRate,wordCountFalseDetectionErrorRate,wordCountSuccessRate,wordCountPrecision,wordCountRecall,wordCountFMeasure,numberOfWordsInGroundTruth,numberOfWordsInResult,Method and file,Method,File,Decorations
..\..\groundtruth\00451950.txt,..\..\Submissions\mixed\00451950.txt,0.3959731544,0.4545454545,0.5732484076,149,165,0.4287791627,0.3609022556,0.6032559595,0.6390977444,0.6296296296,0.6343283582,270,266,mixed\00451950.txt,mixed,00451950.txt,#N/A
..\..\groundtruth\00451951.txt,..\..\Submissions\mixed\00451951.txt,0.4025157233,0.4345238095,0.5810397554,159,168,0.4439427972,0.34765625,0.6003643741,0.65234375,0.5964285714,0.6231343284,280,256,mixed\00451951.txt,mixed,00451951.txt,#N/A
..\..\groundtruth\00451952.txt,..\..\Submissions\mixed\00451952.txt,0.4057971014,0.4496644295,0.5714285714,138,149,0.4358029853,0.3283018868,0.6132722133,0.6716981132,0.6568265683,0.6641791045,271,265,mixed\00451952.txt,mixed,00451952.txt,#N/A
..\..\groundtruth\00451953.txt,..\..\Submissions\mixed\00451953.txt,0.4424242424,0.4556213018,0.5508982036,165,169,0.4623809524,0.3497942387,0.5885766984,0.6502057613,0.6171875,0.6332665331,256,243,mixed\00451953.txt,mixed,00451953.txt,#N/A
..\..\groundtruth\00451954.txt,..\..\Submissions\mixed\00451954.txt,0.4133333333,0.4394904459,0.5732899023,150,157,0.4354444444,0.3556485356,0.6018199795,0.6443514644,0.6470588235,0.6457023061,238,239,mixed\00451954.txt,mixed,00451954.txt,#N/A
..\..\groundtruth\00451955.txt,..\..\Submissions\mixed\00451955.txt,0.3780487805,0.4269662921,0.5964912281,164,178,0.4036031042,0.3397683398,0.6266929249,0.6602316602,0.6428571429,0.6514285714,266,259,mixed\00451955.txt,mixed,00451955.txt,#N/A
..\..\groundtruth\00451956.txt,..\..\Submissions\mixed\00451956.txt,0.4634146341,0.5217391304,0.5057471264,164,184,0.4975924313,0.3924528302,0.5499977357,0.6075471698,0.5791366906,0.5930018416,278,265,mixed\00451956.txt,mixed,00451956.txt,#N/A
..\..\groundtruth\00451957.txt,..\..\Submissions\mixed\00451957.txt,0.3219178082,0.3612903226,0.657807309,146,155,0.3550962166,0.2806324111,0.6801035178,0.7193675889,0.6946564885,0.7067961165,262,253,mixed\00451957.txt,mixed,00451957.txt,#N/A
..\..\groundtruth\00451958.txt,..\..\Submissions\mixed\00451958.txt,0.4052287582,0.4240506329,0.5852090032,153,158,0.4272331155,0.3426294821,0.6121593617,0.6573705179,0.6547619048,0.6560636183,252,251,mixed\00451958.txt,mixed,00451958.txt,#N/A
..\..\groundtruth\00451959.txt,..\..\Submissions\mixed\00451959.txt,0.3419354839,0.3855421687,0.6355140187,155,166,0.375499232,0.3167938931,0.6525357428,0.6832061069,0.6556776557,0.6691588785,273,262,mixed\00451959.txt,mixed,00451959.txt,#N/A
..\..\groundtruth\00451960.txt,..\..\Submissions\mixed\00451960.txt,0.389261745,0.427672956,0.5909090909,149,159,0.4161531422,0.337254902,0.6207991977,0.662745098,0.6329588015,0.6475095785,267,255,mixed\00451960.txt,mixed,00451960.txt,#N/A
..\..\groundtruth\00451961.txt,..\..\Submissions\mixed\00451961.txt,0.3472222222,0.3774834437,0.6372881356,144,151,0.3618055556,0.2884615385,0.6728737088,0.7115384615,0.7149758454,0.713253012,207,208,mixed\00451961.txt,mixed,00451961.txt,#N/A
..\..\groundtruth\00451962.txt,..\..\Submissions\mixed\00451962.txt,0.3831168831,0.4135802469,0.6012658228,154,162,0.4161487322,0.3359375,0.6213790448,0.6640625,0.615942029,0.6390977444,276,256,mixed\00451962.txt,mixed,00451962.txt,#N/A
..\..\groundtruth\00451963.txt,..\..\Submissions\mixed\00451963.txt,0.3214285714,0.3410404624,0.6686217009,168,173,0.3460648148,0.2608695652,0.6939276812,0.7391304348,0.7083333333,0.7234042553,264,253,mixed\00451963.txt,mixed,00451963.txt,#N/A
..\..\groundtruth\00451964.txt,..\..\Submissions\mixed\00451964.txt,0.3607594937,0.3915662651,0.6234567901,158,166,0.3777405611,0.3269230769,0.6466713678,0.6730769231,0.6653992395,0.6692160612,263,260,mixed\00451964.txt,mixed,00451964.txt,#N/A
..\..\groundtruth\00451965.txt,..\..\Submissions\mixed\00451965.txt,0.4052287582,0.4382716049,0.5777777778,153,162,0.4317771553,0.3394833948,0.6109035148,0.6605166052,0.6462093863,0.6532846715,277,271,mixed\00451965.txt,mixed,00451965.txt,#N/A
..\..\groundtruth\00451966.txt,..\..\Submissions\mixed\00451966.txt,0.4451612903,0.4658385093,0.5443037975,155,161,0.4825252525,0.3511450382,0.5757652486,0.6488549618,0.5944055944,0.6204379562,286,262,mixed\00451966.txt,mixed,00451966.txt,#N/A
..\..\groundtruth\00451967.txt,..\..\Submissions\mixed\00451967.txt,0.4135802469,0.4571428571,0.5637982196,162,175,0.4702331962,0.3598484848,0.5797516231,0.6401515152,0.5807560137,0.609009009,291,264,mixed\00451967.txt,mixed,00451967.txt,#N/A
..\..\groundtruth\00525435.txt,..\..\Submissions\mixed\00525435.txt,0.3333333333,0.4175824176,0.6217008798,159,182,0.3607793674,0.3404255319,0.6492380646,0.6595744681,0.6623931624,0.6609808102,234,235,mixed\00525435.txt,mixed,00525435.txt,#N/A
..\..\groundtruth\00525436.txt,..\..\Submissions\mixed\00525436.txt,0.2976190476,0.3139534884,0.6941176471,168,172,0.3217994142,0.2284644195,0.7218635981,0.7715355805,0.7279151943,0.7490909091,283,267,mixed\00525436.txt,mixed,00525436.txt,#N/A
..\..\groundtruth\00525437.txt,..\..\Submissions\mixed\00525437.txt,0.3372781065,0.3636363636,0.6492753623,169,176,0.3786395229,0.249070632,0.6800281035,0.750929368,0.6847457627,0.7163120567,295,269,mixed\00525437.txt,mixed,00525437.txt,#N/A
..\..\groundtruth\00525438.txt,..\..\Submissions\mixed\00525438.txt,0.3303571429,0.3801652893,0.643776824,112,121,0.3677331349,0.3,0.6644116388,0.7,0.6761363636,0.6878612717,176,170,mixed\00525438.txt,mixed,00525438.txt,#N/A
..\..\groundtruth\00525439.txt,..\..\Submissions\mixed\00525439.txt,0.3445378151,0.4545454545,0.5954198473,119,143,0.3940676271,0.3285024155,0.6370323828,0.6714975845,0.6714975845,0.6714975845,207,207,mixed\00525439.txt,mixed,00525439.txt,#N/A
..\..\groundtruth\00525440.txt,..\..\Submissions\mixed\00525440.txt,0.36,0.4385964912,0.5981308411,50,57,0.38,0.4264705882,0.5958600296,0.5735294118,0.6393442623,0.6046511628,61,68,mixed\00525440.txt,mixed,00525440.txt,#N/A
..\..\groundtruth\00525441.txt,..\..\Submissions\mixed\00525441.txt,0.3737373737,0.4414414414,0.5904761905,99,111,0.4082491582,0.3802816901,0.6054117532,0.6197183099,0.6330935252,0.6263345196,139,142,mixed\00525441.txt,mixed,00525441.txt,#N/A
..\..\groundtruth\00525442.txt,..\..\Submissions\mixed\00525442.txt,0.3575757576,0.4646464646,0.5840220386,165,198,0.3980451703,0.3483870968,0.625800304,0.6516129032,0.6495176849,0.6505636071,311,310,mixed\00525442.txt,mixed,00525442.txt,#N/A
..\..\groundtruth\00525443.txt,..\..\Submissions\mixed\00525443.txt,0.3421052632,0.3961352657,0.6297229219,190,207,0.3846365915,0.323943662,0.6442836787,0.676056338,0.6233766234,0.6486486486,308,284,mixed\00525443.txt,mixed,00525443.txt,#N/A
..\..\groundtruth\00525444.txt,..\..\Submissions\mixed\00525444.txt,0.3257142857,0.3723404255,0.650137741,175,188,0.3574761905,0.2872340426,0.6758246235,0.7127659574,0.6836734694,0.6979166667,294,282,mixed\00525444.txt,mixed,00525444.txt,#N/A
..\..\groundtruth\00525445.txt,..\..\Submissions\mixed\00525445.txt,0.3248407643,0.369047619,0.6523076923,157,168,0.3614649682,0.2834008097,0.6753186206,0.7165991903,0.6833976834,0.6996047431,259,247,mixed\00525445.txt,mixed,00525445.txt,#N/A
..\..\groundtruth\00525446.txt,..\..\Submissions\mixed\00525446.txt,0.2482269504,0.3161290323,0.7162162162,141,155,0.284982118,0.2234432234,0.7445178536,0.7765567766,0.7544483986,0.7653429603,281,273,mixed\00525446.txt,mixed,00525446.txt,#N/A
..\..\groundtruth\00525447.txt,..\..\Submissions\mixed\00525447.txt,0.265060241,0.3184357542,0.7072463768,166,179,0.30687751,0.2402826855,0.7248936257,0.7597173145,0.7072368421,0.7325383305,304,283,mixed\00525447.txt,mixed,00525447.txt,#N/A
..\..\groundtruth\00525448.txt,..\..\Submissions\mixed\00525448.txt,0.3352272727,0.3641304348,0.65,176,184,0.3762116356,0.2943396226,0.6622033912,0.7056603774,0.6515679443,0.6775362319,287,265,mixed\00525448.txt,mixed,00525448.txt,#N/A
..\..\groundtruth\00525449.txt,..\..\Submissions\mixed\00525449.txt,0.3417721519,0.4022988506,0.6265060241,158,174,0.3876280892,0.2996254682,0.6534235042,0.7003745318,0.6493055556,0.6738738739,288,267,mixed\00525449.txt,mixed,00525449.txt,#N/A
..\..\groundtruth\00525450.txt,..\..\Submissions\mixed\00525450.txt,0.2692307692,0.313253012,0.7080745342,156,166,0.3042913105,0.2142857143,0.7379772896,0.7857142857,0.7491039427,0.7669724771,279,266,mixed\00525450.txt,mixed,00525450.txt,#N/A
..\..\groundtruth\00525451.txt,..\..\Submissions\mixed\00525451.txt,0.347826087,0.4134078212,0.6176470588,161,179,0.3990596238,0.30859375,0.6430069511,0.69140625,0.6555555556,0.6730038023,270,256,mixed\00525451.txt,mixed,00525451.txt,#N/A
..\..\groundtruth\00525452.txt,..\..\Submissions\mixed\00525452.txt,0.3379310345,0.3885350318,0.6357615894,145,157,0.3792095835,0.2491103203,0.6796703084,0.7508896797,0.7033333333,0.7263339071,300,281,mixed\00525452.txt,mixed,00525452.txt,#N/A
..\..\groundtruth\00525453.txt,..\..\Submissions\mixed\00525453.txt,0.3351648352,0.3888888889,0.6368421053,182,198,0.3767226993,0.2709677419,0.6720195905,0.7290322581,0.6869300912,0.7073552426,329,310,mixed\00525453.txt,mixed,00525453.txt,#N/A
..\..\groundtruth\00525454.txt,..\..\Submissions\mixed\00525454.txt,0.2875816993,0.3229813665,0.6942675159,153,161,0.3167267917,0.2335766423,0.7224636642,0.7664233577,0.74204947,0.7540394973,283,274,mixed\00525454.txt,mixed,00525454.txt,#N/A
..\..\groundtruth\00525455.txt,..\..\Submissions\mixed\00525455.txt,0.3533333333,0.4226190476,0.6100628931,150,168,0.4106137566,0.2740213523,0.6505903128,0.7259786477,0.6891891892,0.7071057192,296,281,mixed\00525455.txt,mixed,00525455.txt,#N/A
..\..\groundtruth\00525456.txt,..\..\Submissions\mixed\00525456.txt,0.3095238095,0.3519553073,0.6685878963,168,179,0.352461477,0.2573529412,0.6918394002,0.7426470588,0.6894197952,0.7150442478,293,272,mixed\00525456.txt,mixed,00525456.txt,#N/A
..\..\groundtruth\00525457.txt,..\..\Submissions\mixed\00525457.txt,0.3658536585,0.4720812183,0.5761772853,164,197,0.4133692189,0.3455149502,0.6187030516,0.6544850498,0.6375404531,0.6459016393,309,301,mixed\00525457.txt,mixed,00525457.txt,#N/A
..\..\groundtruth\00525458.txt,..\..\Submissions\mixed\00525458.txt,0.4670658683,0.5265957447,0.5014084507,167,188,0.5342980705,0.4173228346,0.517663661,0.5826771654,0.5304659498,0.5553470919,279,254,mixed\00525458.txt,mixed,00525458.txt,#N/A
..\..\groundtruth\00525459.txt,..\..\Submissions\mixed\00525459.txt,0.2868217054,0.4523809524,0.6195286195,129,168,0.3559807763,0.3439716312,0.6499683292,0.6560283688,0.6583629893,0.6571936057,281,282,mixed\00525459.txt,mixed,00525459.txt,#N/A
..\..\groundtruth\00525460.txt,..\..\Submissions\mixed\00525460.txt,0.3024691358,0.3651685393,0.6647058824,162,178,0.3500440917,0.2711864407,0.6871296327,0.7288135593,0.7026143791,0.7154742097,306,295,mixed\00525460.txt,mixed,00525460.txt,#N/A
..\..\groundtruth\00525461.txt,..\..\Submissions\mixed\00525461.txt,0.3212121212,0.44,0.6136986301,165,200,0.3881385281,0.3469387755,0.6317903903,0.6530612245,0.6357615894,0.644295302,302,294,mixed\00525461.txt,mixed,00525461.txt,#N/A
..\..\groundtruth\00525462.txt,..\..\Submissions\mixed\00525462.txt,0.3313953488,0.4132653061,0.625,172,196,0.3736830514,0.3213114754,0.6514518667,0.6786885246,0.674267101,0.6764705882,307,305,mixed\00525462.txt,mixed,00525462.txt,#N/A
..\..\groundtruth\00525463.txt,..\..\Submissions\mixed\00525463.txt,0.3771428571,0.4708737864,0.5721784777,175,206,0.4200907029,0.3639240506,0.6066954476,0.6360759494,0.6261682243,0.6310832025,321,316,mixed\00525463.txt,mixed,00525463.txt,#N/A
..\..\groundtruth\00525464.txt,..\..\Submissions\mixed\00525464.txt,0.3620689655,0.4157894737,0.6098901099,174,190,0.3878699947,0.2990353698,0.6535423589,0.7009646302,0.7009646302,0.7009646302,311,311,mixed\00525464.txt,mixed,00525464.txt,#N/A
..\..\groundtruth\00525465.txt,..\..\Submissions\mixed\00525465.txt,0.3164556962,0.3898305085,0.6447761194,158,177,0.3551687764,0.2671232877,0.6860405966,0.7328767123,0.7157190635,0.7241962775,299,292,mixed\00525465.txt,mixed,00525465.txt,#N/A
..\..\groundtruth\00525466.txt,..\..\Submissions\mixed\00525466.txt,0.4311377246,0.4892473118,0.5382436261,167,186,0.4770757021,0.3287671233,0.5878689812,0.6712328767,0.6202531646,0.6447368421,316,292,mixed\00525466.txt,mixed,00525466.txt,#N/A
..\..\groundtruth\00525467.txt,..\..\Submissions\mixed\00525467.txt,0.4146341463,0.4754098361,0.553314121,164,183,0.4795669101,0.3369175627,0.5831609874,0.6630824373,0.5929487179,0.6260575296,312,279,mixed\00525467.txt,mixed,00525467.txt,#N/A
..\..\groundtruth\00525468.txt,..\..\Submissions\mixed\00525468.txt,0.3658536585,0.4497354497,0.5892351275,164,189,0.4230400697,0.323024055,0.6229792157,0.676975945,0.627388535,0.6512396694,314,291,mixed\00525468.txt,mixed,00525468.txt,#N/A
..\..\groundtruth\00525469.txt,..\..\Submissions\mixed\00525469.txt,0.3444444444,0.4070351759,0.6226912929,180,199,0.4014550265,0.2986577181,0.6458789342,0.7013422819,0.653125,0.6763754045,320,298,mixed\00525469.txt,mixed,00525469.txt,#N/A
..\..\groundtruth\00525470.txt,..\..\Submissions\mixed\00525470.txt,0.3157894737,0.3619631902,0.6603174603,152,163,0.3519088915,0.2686567164,0.6872049618,0.7313432836,0.7101449275,0.7205882353,276,268,mixed\00525470.txt,mixed,00525470.txt,#N/A
..\..\groundtruth\00525471.txt,..\..\Submissions\mixed\00525471.txt,0.3739837398,0.5064102564,0.5519713262,123,156,0.4422994463,0.3127272727,0.6157439463,0.6872727273,0.6321070234,0.6585365854,299,275,mixed\00525471.txt,mixed,00525471.txt,#N/A
..\..\groundtruth\00525472.txt,..\..\Submissions\mixed\00525472.txt,0.3533834586,0.4189189189,0.6120996441,133,148,0.4070237396,0.3,0.6420587833,0.7,0.6652892562,0.6822033898,242,230,mixed\00525472.txt,mixed,00525472.txt,#N/A
..\..\groundtruth\00525473.txt,..\..\Submissions\mixed\00525473.txt,0.3953488372,0.4428571429,0.5799256506,129,140,0.4387750708,0.3119266055,0.6182093337,0.6880733945,0.643776824,0.6651884701,233,218,mixed\00525473.txt,mixed,00525473.txt,#N/A
..\..\groundtruth\00525474.txt,..\..\Submissions\mixed\00525474.txt,0.3096774194,0.3850574713,0.6504559271,155,174,0.3782821301,0.2586206897,0.6762962646,0.7413793103,0.6615384615,0.6991869919,325,290,mixed\00525474.txt,mixed,00525474.txt,#N/A
..\..\groundtruth\00525475.txt,..\..\Submissions\mixed\00525475.txt,0.3624161074,0.4207317073,0.607028754,149,164,0.420699323,0.2899628253,0.6380407051,0.7100371747,0.6496598639,0.6785079929,294,269,mixed\00525475.txt,mixed,00525475.txt,#N/A
..\..\groundtruth\00525476.txt,..\..\Submissions\mixed\00525476.txt,0.3018867925,0.3798882682,0.6568047337,159,179,0.3505247897,0.3101045296,0.669075428,0.6898954704,0.6827586207,0.6863084922,290,287,mixed\00525476.txt,mixed,00525476.txt,#N/A
..\..\groundtruth\00525477.txt,..\..\Submissions\mixed\00525477.txt,0.3825503356,0.4457831325,0.5841269841,149,166,0.4350191755,0.329588015,0.6131975403,0.670411985,0.6258741259,0.6473779385,286,267,mixed\00525477.txt,mixed,00525477.txt,#N/A
..\..\groundtruth\00525478.txt,..\..\Submissions\mixed\00525478.txt,0.3756097561,0.4234234234,0.5995316159,205,222,0.4193902439,0.3453947368,0.6153911607,0.6546052632,0.6357827476,0.6450567261,313,304,mixed\00525478.txt,mixed,00525478.txt,#N/A
..\..\groundtruth\00525479.txt,..\..\Submissions\mixed\00525479.txt,0.3262411348,0.375,0.6484641638,141,152,0.3579196217,0.3039215686,0.6679899266,0.6960784314,0.6859903382,0.6909975669,207,204,mixed\00525479.txt,mixed,00525479.txt,#N/A
..\..\groundtruth\00525480.txt,..\..\Submissions\mixed\00525480.txt,0.3796791444,0.4528301887,0.5814536341,187,212,0.4137133366,0.3291139241,0.6257398792,0.6708860759,0.6543209877,0.6625,324,316,mixed\00525480.txt,mixed,00525480.txt,#N/A
..\..\groundtruth\00525481.txt,..\..\Submissions\mixed\00525481.txt,0.3,0.3762376238,0.6596858639,180,202,0.3749514991,0.2828282828,0.6679486729,0.7171717172,0.6594427245,0.6870967742,323,297,mixed\00525481.txt,mixed,00525481.txt,#N/A
..\..\groundtruth\00525482.txt,..\..\Submissions\mixed\00525482.txt,0.2307692308,0.347826087,0.7058823529,117,138,0.296847834,0.2234848485,0.7380149636,0.7765151515,0.7068965517,0.7400722022,290,264,mixed\00525482.txt,mixed,00525482.txt,#N/A
..\..\groundtruth\00525483.txt,..\..\Submissions\mixed\00525483.txt,0.3274853801,0.4221105528,0.6216216216,171,199,0.3895452663,0.3064516129,0.6493541146,0.6935483871,0.6574923547,0.6750392465,327,310,mixed\00525483.txt,mixed,00525483.txt,#N/A
..\..\groundtruth\00525484.txt,..\..\Submissions\mixed\00525484.txt,0.320441989,0.3626943005,0.6577540107,181,193,0.3641695168,0.2802768166,0.6751808516,0.7197231834,0.6561514196,0.6864686469,317,289,mixed\00525484.txt,mixed,00525484.txt,#N/A
..\..\groundtruth\00525485.txt,..\..\Submissions\mixed\00525485.txt,0.3191489362,0.3435897436,0.6684073107,188,195,0.3739735147,0.2561403509,0.6798752539,0.7438596491,0.6666666667,0.7031509121,318,285,mixed\00525485.txt,mixed,00525485.txt,#N/A
..\..\groundtruth\00525486.txt,..\..\Submissions\mixed\00525486.txt,0.2840236686,0.3529411765,0.6797752809,169,187,0.3370181101,0.2662116041,0.696590445,0.7337883959,0.6891025641,0.7107438017,312,293,mixed\00525486.txt,mixed,00525486.txt,#N/A
..\..\groundtruth\00525487.txt,..\..\Submissions\mixed\00525487.txt,0.3466666667,0.4335260116,0.6068111455,150,173,0.4241428571,0.3028169014,0.6307386902,0.6971830986,0.6387096774,0.6666666667,310,284,mixed\00525487.txt,mixed,00525487.txt,#N/A
..\..\groundtruth\00525488.txt,..\..\Submissions\mixed\00525488.txt,0.325,0.3305785124,0.6721991701,120,121,0.3508664021,0.2333333333,0.7030216114,0.7666666667,0.7040816327,0.7340425532,196,180,mixed\00525488.txt,mixed,00525488.txt,#N/A
..\..\groundtruth\00525489.txt,..\..\Submissions\mixed\00525489.txt,0.4125,0.5104166667,0.5340909091,160,192,0.4759424603,0.4092664093,0.5554016061,0.5907335907,0.5930232558,0.5918762089,258,259,mixed\00525489.txt,mixed,00525489.txt,#N/A
..\..\groundtruth\00525490.txt,..\..\Submissions\mixed\00525490.txt,0.43,0.4622641509,0.5533980583,200,212,0.4909163614,0.3488372093,0.5714239914,0.6511627907,0.5781710914,0.6125,339,301,mixed\00525490.txt,mixed,00525490.txt,#N/A
..\..\groundtruth\00525491.txt,..\..\Submissions\mixed\00525491.txt,0.3989637306,0.455399061,0.5714285714,193,213,0.4539587212,0.3566666667,0.5907080115,0.6433333333,0.5795795796,0.6097946288,333,300,mixed\00525491.txt,mixed,00525491.txt,#N/A
..\..\groundtruth\00525492.txt,..\..\Submissions\mixed\00525492.txt,0.3671497585,0.4099099099,0.6107226107,207,222,0.4111138995,0.3025477707,0.6385877091,0.6974522293,0.6293103448,0.6616314199,348,314,mixed\00525492.txt,mixed,00525492.txt,#N/A
..\..\groundtruth\00525493.txt,..\..\Submissions\mixed\00525493.txt,0.3430232558,0.4052631579,0.6243093923,172,190,0.3795754348,0.2953020134,0.6598815201,0.7046979866,0.65625,0.6796116505,320,298,mixed\00525493.txt,mixed,00525493.txt,#N/A
..\..\groundtruth\00525494.txt,..\..\Submissions\mixed\00525494.txt,0.3511904762,0.3876404494,0.6300578035,168,178,0.3903468332,0.2583892617,0.6691887994,0.7416107383,0.6820987654,0.7106109325,324,298,mixed\00525494.txt,mixed,00525494.txt,#N/A
..\..\groundtruth\00525495.txt,..\..\Submissions\mixed\00525495.txt,0.385,0.4557522124,0.5774647887,200,226,0.407956044,0.3420289855,0.6232689553,0.6579710145,0.6735905045,0.6656891496,337,345,mixed\00525495.txt,mixed,00525495.txt,#N/A
..\..\groundtruth\00525496.txt,..\..\Submissions\mixed\00525496.txt,0.296875,0.3509615385,0.675,192,208,0.3392834979,0.2282282282,0.7119392944,0.7717717718,0.7427745665,0.7569955817,346,333,mixed\00525496.txt,mixed,00525496.txt,#N/A
..\..\groundtruth\00525497.txt,..\..\Submissions\mixed\00525497.txt,0.3095238095,0.3829787234,0.6516853933,168,188,0.3726438492,0.2953020134,0.6637817547,0.7046979866,0.6306306306,0.6656101426,333,298,mixed\00525497.txt,mixed,00525497.txt,#N/A
..\..\groundtruth\00525498.txt,..\..\Submissions\mixed\00525498.txt,0.3801169591,0.4507772021,0.5824175824,171,193,0.4241447474,0.3131313131,0.6264820501,0.6868686869,0.6296296296,0.6570048309,324,297,mixed\00525498.txt,mixed,00525498.txt,#N/A
..\..\groundtruth\00525499.txt,..\..\Submissions\mixed\00525499.txt,0.4662921348,0.5153061224,0.5080213904,178,196,0.5123116584,0.3910034602,0.541633276,0.6089965398,0.5432098765,0.5742251223,324,289,mixed\00525499.txt,mixed,00525499.txt,#N/A
..\..\groundtruth\00525500.txt,..\..\Submissions\mixed\00525500.txt,0.3263157895,0.4336283186,0.6153846154,190,226,0.378215089,0.3105413105,0.6538754656,0.6894586895,0.659400545,0.6740947075,367,351,mixed\00525500.txt,mixed,00525500.txt,#N/A
..\..\groundtruth\00525501.txt,..\..\Submissions\mixed\00525501.txt,0.3672316384,0.4256410256,0.6021505376,177,195,0.4171713409,0.3116883117,0.631193525,0.6883116883,0.6503067485,0.6687697161,326,308,mixed\00525501.txt,mixed,00525501.txt,#N/A
..\..\groundtruth\00525502.txt,..\..\Submissions\mixed\00525502.txt,0.3121019108,0.3121019108,0.6878980892,157,157,0.3355702153,0.2714285714,0.6950238848,0.7285714286,0.6923076923,0.7099767981,221,210,mixed\00525502.txt,mixed,00525502.txt,#N/A
..\..\groundtruth\00525503.txt,..\..\Submissions\mixed\00525503.txt,0.3529411765,0.4545454545,0.5919282511,102,121,0.3702614379,0.3612903226,0.6341923956,0.6387096774,0.6923076923,0.6644295302,143,155,mixed\00525503.txt,mixed,00525503.txt,#N/A
..\..\groundtruth\00539273.txt,..\..\Submissions\mixed\00539273.txt,0.1318681319,0.2882882883,0.7821782178,91,111,0.1595238095,0.2781954887,0.7766331687,0.7218045113,0.8067226891,0.7619047619,119,133,mixed\00539273.txt,mixed,00539273.txt,#N/A
..\..\groundtruth\00539275.txt,..\..\Submissions\mixed\00539275.txt,0.2033898305,0.2598425197,0.7673469388,118,127,0.2055084746,0.2151898734,0.7896211517,0.7848101266,0.8266666667,0.8051948052,150,158,mixed\00539275.txt,mixed,00539275.txt,#N/A
..\..\groundtruth\00539276.txt,..\..\Submissions\mixed\00539276.txt,0.1917808219,0.253164557,0.7763157895,146,158,0.2049086758,0.1848739496,0.8049840488,0.8151260504,0.8398268398,0.8272921109,231,238,mixed\00539276.txt,mixed,00539276.txt,#N/A
..\..\groundtruth\00539277.txt,..\..\Submissions\mixed\00539277.txt,0.1449275362,0.2027027027,0.8251748252,138,148,0.1542874396,0.140969163,0.8523196743,0.859030837,0.8744394619,0.8666666667,223,227,mixed\00539277.txt,mixed,00539277.txt,#N/A
..\..\groundtruth\00539278.txt,..\..\Submissions\mixed\00539278.txt,0.1627906977,0.2447552448,0.7941176471,129,143,0.1691860465,0.1727272727,0.8290395588,0.8272727273,0.8625592417,0.8445475638,211,220,mixed\00539278.txt,mixed,00539278.txt,#N/A
..\..\groundtruth\00539279.txt,..\..\Submissions\mixed\00539279.txt,0.1379310345,0.2088607595,0.8250825083,145,158,0.1482758621,0.1651785714,0.843188083,0.8348214286,0.8779342723,0.8558352403,213,224,mixed\00539279.txt,mixed,00539279.txt,#N/A
..\..\groundtruth\00539280.txt,..\..\Submissions\mixed\00539280.txt,0.1357142857,0.1824324324,0.8402777778,140,148,0.1417857143,0.1363636364,0.8609167877,0.8636363636,0.8878504673,0.8755760369,214,220,mixed\00539280.txt,mixed,00539280.txt,#N/A
..\..\groundtruth\00539281.txt,..\..\Submissions\mixed\00539281.txt,0.1532846715,0.2467532468,0.7972508591,137,154,0.1755474453,0.1611570248,0.8315855138,0.8388429752,0.8675213675,0.8529411765,234,242,mixed\00539281.txt,mixed,00539281.txt,#N/A
..\..\groundtruth\00539282.txt,..\..\Submissions\mixed\00539282.txt,0.1217948718,0.149068323,0.8643533123,156,161,0.1260683761,0.1205357143,0.8766892259,0.8794642857,0.9036697248,0.8914027149,218,224,mixed\00539282.txt,mixed,00539282.txt,#N/A
..\..\groundtruth\00539283.txt,..\..\Submissions\mixed\00539283.txt,0.2356687898,0.2682926829,0.7476635514,157,164,0.2388535032,0.2146118721,0.7730773209,0.7853881279,0.8037383178,0.7944572748,214,219,mixed\00539283.txt,mixed,00539283.txt,#N/A
..\..\groundtruth\00539284.txt,..\..\Submissions\mixed\00539284.txt,0.2108433735,0.2640449438,0.761627907,166,178,0.2222891566,0.2085106383,0.7845396107,0.7914893617,0.8230088496,0.8069414317,226,235,mixed\00539284.txt,mixed,00539284.txt,#N/A
..\..\groundtruth\00539285.txt,..\..\Submissions\mixed\00539285.txt,0.1870967742,0.2409638554,0.785046729,155,166,0.1994623656,0.1814159292,0.8094602815,0.8185840708,0.8371040724,0.8277404922,221,226,mixed\00539285.txt,mixed,00539285.txt,#N/A
..\..\groundtruth\00539286.txt,..\..\Submissions\mixed\00539286.txt,0.125,0.1616766467,0.8562691131,160,167,0.1296875,0.1217391304,0.8742686196,0.8782608696,0.9017857143,0.8898678414,224,230,mixed\00539286.txt,mixed,00539286.txt,#N/A
..\..\groundtruth\00539287.txt,..\..\Submissions\mixed\00539287.txt,0.2535211268,0.3116883117,0.7162162162,142,154,0.265258216,0.2594339623,0.7376424143,0.7405660377,0.7584541063,0.7494033413,207,212,mixed\00539287.txt,mixed,00539287.txt,#N/A
..\..\groundtruth\00539288.txt,..\..\Submissions\mixed\00539288.txt,0.22,0.2732919255,0.7524115756,150,161,0.2296666667,0.2008547009,0.784474856,0.7991452991,0.8274336283,0.8130434783,226,234,mixed\00539288.txt,mixed,00539288.txt,#N/A
..\..\groundtruth\00539289.txt,..\..\Submissions\mixed\00539289.txt,0.2165605096,0.2678571429,0.7569230769,157,168,0.2197452229,0.21875,0.7807520714,0.78125,0.8177570093,0.799086758,214,224,mixed\00539289.txt,mixed,00539289.txt,#N/A
