groundTruth,result,wordIndexMissErrorRate,wordIndexFalseDetectionErrorRate,wordIndexSuccessRate,numberOfUniqueWordsInGroundTruth,numberOfUniqueWordsInResult,wordCountMissErrorRate,wordCountFalseDetectionErrorRate,wordCountSuccessRate,wordCountPrecision,wordCountRecall,wordCountFMeasure,numberOfWordsInGroundTruth,numberOfWordsInResult,Method and file,Method,File,Decorations
..\..\groundtruth\00539290.txt,..\..\Submissions\mixed\00539290.txt,0.1633986928,0.2289156627,0.802507837,153,166,0.1927170868,0.1790393013,0.814064357,0.8209606987,0.8209606987,0.8209606987,229,229,mixed\00539290.txt,mixed,00539290.txt,#N/A
..\..\groundtruth\00539291.txt,..\..\Submissions\mixed\00539291.txt,0.1987179487,0.251497006,0.773993808,156,167,0.2094017094,0.1859504132,0.802152573,0.8140495868,0.8382978723,0.8259958071,235,242,mixed\00539291.txt,mixed,00539291.txt,#N/A
..\..\groundtruth\00539292.txt,..\..\Submissions\mixed\00539292.txt,0.1292517007,0.2049689441,0.8311688312,147,161,0.1462585034,0.1441048035,0.85481699,0.8558951965,0.8828828829,0.8691796009,222,229,mixed\00539292.txt,mixed,00539292.txt,#N/A
..\..\groundtruth\00539293.txt,..\..\Submissions\mixed\00539293.txt,0.1714285714,0.2516129032,0.786440678,140,155,0.2035714286,0.1785714286,0.8087354147,0.8214285714,0.8363636364,0.8288288288,220,224,mixed\00539293.txt,mixed,00539293.txt,#N/A
..\..\groundtruth\00539294.txt,..\..\Submissions\mixed\00539294.txt,0.11875,0.1705882353,0.8545454545,160,170,0.13125,0.1333333333,0.8677070828,0.8666666667,0.8863636364,0.8764044944,220,225,mixed\00539294.txt,mixed,00539294.txt,#N/A
..\..\groundtruth\00539295.txt,..\..\Submissions\mixed\00539295.txt,0.2133333333,0.2625,0.7612903226,150,160,0.2254444444,0.1955555556,0.7892171166,0.8044444444,0.8190045249,0.8116591928,221,225,mixed\00539295.txt,mixed,00539295.txt,#N/A
..\..\groundtruth\00539296.txt,..\..\Submissions\mixed\00539296.txt,0.2108843537,0.2795031056,0.7532467532,147,161,0.226984127,0.2171945701,0.7778798525,0.7828054299,0.8160377358,0.7990762125,212,221,mixed\00539296.txt,mixed,00539296.txt,#N/A
..\..\groundtruth\00539297.txt,..\..\Submissions\mixed\00539297.txt,0.2222222222,0.3170731707,0.7272727273,108,123,0.2430555556,0.2603550296,0.7481947228,0.7396449704,0.7575757576,0.748502994,165,169,mixed\00539297.txt,mixed,00539297.txt,#N/A
..\..\groundtruth\00539298.txt,..\..\Submissions\mixed\00539298.txt,0.1349206349,0.2323943662,0.8134328358,126,142,0.1534391534,0.1770833333,0.8345713248,0.8229166667,0.8633879781,0.8426666667,183,192,mixed\00539298.txt,mixed,00539298.txt,#N/A
..\..\groundtruth\00539299.txt,..\..\Submissions\mixed\00539299.txt,0.2032520325,0.2686567164,0.7626459144,123,134,0.2209575429,0.1940298507,0.7922775666,0.8059701493,0.8265306122,0.8161209068,196,201,mixed\00539299.txt,mixed,00539299.txt,#N/A
..\..\groundtruth\00539300.txt,..\..\Submissions\mixed\00539300.txt,0.2248062016,0.2805755396,0.7462686567,129,139,0.238630491,0.2159624413,0.7725372863,0.7840375587,0.8106796117,0.7971360382,206,213,mixed\00539300.txt,mixed,00539300.txt,#N/A
..\..\groundtruth\00539301.txt,..\..\Submissions\mixed\00539301.txt,0.2068965517,0.3134328358,0.736,116,134,0.2286843186,0.2391304348,0.7660570136,0.7608695652,0.8,0.7799442897,175,184,mixed\00539301.txt,mixed,00539301.txt,#N/A
..\..\groundtruth\00539302.txt,..\..\Submissions\mixed\00539302.txt,0.2203389831,0.2923076923,0.7419354839,118,130,0.2316384181,0.2030456853,0.7823968047,0.7969543147,0.835106383,0.8155844156,188,197,mixed\00539302.txt,mixed,00539302.txt,#N/A
..\..\groundtruth\00539303.txt,..\..\Submissions\mixed\00539303.txt,0.2177419355,0.3216783217,0.7265917603,124,143,0.225,0.2367149758,0.7690979037,0.7632850242,0.8315789474,0.7959697733,190,207,mixed\00539303.txt,mixed,00539303.txt,#N/A
..\..\groundtruth\00539304.txt,..\..\Submissions\mixed\00539304.txt,0.1290322581,0.2285714286,0.8181818182,124,140,0.1554659498,0.1783783784,0.8329202938,0.8216216216,0.8539325843,0.8374655647,178,185,mixed\00539304.txt,mixed,00539304.txt,#N/A
..\..\groundtruth\00539305.txt,..\..\Submissions\mixed\00539305.txt,0.2,0.296,0.7489361702,110,125,0.2271428571,0.2369942197,0.7678998672,0.7630057803,0.7951807229,0.7787610619,166,173,mixed\00539305.txt,mixed,00539305.txt,#N/A
..\..\groundtruth\00539306.txt,..\..\Submissions\mixed\00539306.txt,0.2333333333,0.3235294118,0.71875,120,136,0.2606944444,0.2781065089,0.7304957798,0.7218934911,0.7577639752,0.7393939394,161,169,mixed\00539306.txt,mixed,00539306.txt,#N/A
..\..\groundtruth\00539307.txt,..\..\Submissions\mixed\00539307.txt,0.2039473684,0.2797619048,0.75625,152,168,0.2217105263,0.2207207207,0.778784062,0.7792792793,0.808411215,0.7935779817,214,222,mixed\00539307.txt,mixed,00539307.txt,#N/A
..\..\groundtruth\00539308.txt,..\..\Submissions\mixed\00539308.txt,0.2269503546,0.2635135135,0.7543252595,141,148,0.2310874704,0.2027027027,0.7828477017,0.7972972973,0.8271028037,0.8119266055,214,222,mixed\00539308.txt,mixed,00539308.txt,#N/A
..\..\groundtruth\00539309.txt,..\..\Submissions\mixed\00539309.txt,0.1794871795,0.2195121951,0.8,156,164,0.1794871795,0.1704035874,0.8250296147,0.8295964126,0.8685446009,0.8486238532,213,223,mixed\00539309.txt,mixed,00539309.txt,#N/A
..\..\groundtruth\00539310.txt,..\..\Submissions\mixed\00539310.txt,0.1282051282,0.2608695652,0.8,39,46,0.1282051282,0.2222222222,0.8221070812,0.7777777778,0.8936170213,0.8316831683,47,54,mixed\00539310.txt,mixed,00539310.txt,#N/A
..\..\groundtruth\00539311.txt,..\..\Submissions\mixed\00539311.txt,0.1071428571,0.2307692308,0.826446281,112,130,0.119047619,0.2129032258,0.8313841054,0.7870967742,0.8905109489,0.8356164384,137,155,mixed\00539311.txt,mixed,00539311.txt,#N/A
..\..\groundtruth\00539312.txt,..\..\Submissions\mixed\00539312.txt,0.1893491124,0.2974358974,0.7527472527,169,195,0.2206477733,0.2222222222,0.7785642063,0.7777777778,0.7804878049,0.7791304348,287,288,mixed\00539312.txt,mixed,00539312.txt,#N/A
..\..\groundtruth\00539313.txt,..\..\Submissions\mixed\00539313.txt,0.1627906977,0.2421052632,0.7955801105,172,190,0.1875880902,0.1879432624,0.8122342849,0.8120567376,0.8120567376,0.8120567376,282,282,mixed\00539313.txt,mixed,00539313.txt,#N/A
..\..\groundtruth\00539314.txt,..\..\Submissions\mixed\00539314.txt,0.1182795699,0.1368421053,0.8723404255,186,190,0.1182795699,0.09473684211,0.8933367114,0.9052631579,0.9052631579,0.9052631579,285,285,mixed\00539314.txt,mixed,00539314.txt,#N/A
..\..\groundtruth\00539315.txt,..\..\Submissions\mixed\00539315.txt,0.1111111111,0.125,0.8818897638,189,192,0.1152557319,0.08417508418,0.9000163416,0.9158249158,0.9189189189,0.9173693086,296,297,mixed\00539315.txt,mixed,00539315.txt,#N/A
..\..\groundtruth\00539316.txt,..\..\Submissions\mixed\00539316.txt,0.1149425287,0.1444444444,0.8700564972,174,180,0.1271072797,0.09893992933,0.8867527707,0.9010600707,0.9010600707,0.9010600707,283,283,mixed\00539316.txt,mixed,00539316.txt,#N/A
..\..\groundtruth\00539317.txt,..\..\Submissions\mixed\00539317.txt,0.1220930233,0.1468926554,0.8653295129,172,177,0.1304909561,0.09352517986,0.8876072245,0.9064748201,0.9064748201,0.9064748201,278,278,mixed\00539317.txt,mixed,00539317.txt,#N/A
..\..\groundtruth\00539318.txt,..\..\Submissions\mixed\00539318.txt,0.1149425287,0.1491712707,0.8676056338,174,181,0.1165845649,0.09854014599,0.8923464334,0.901459854,0.9182156134,0.9097605893,269,274,mixed\00539318.txt,mixed,00539318.txt,#N/A
..\..\groundtruth\00539319.txt,..\..\Submissions\mixed\00539319.txt,0.131147541,0.131147541,0.868852459,183,183,0.1325136612,0.08362369338,0.8912613639,0.9163763066,0.9131944444,0.9147826087,288,287,mixed\00539319.txt,mixed,00539319.txt,#N/A
..\..\groundtruth\00539320.txt,..\..\Submissions\mixed\00539320.txt,0.1176470588,0.1935483871,0.8426966292,170,186,0.1263146168,0.1504065041,0.8614710342,0.8495934959,0.8818565401,0.8654244306,237,246,mixed\00539320.txt,mixed,00539320.txt,#N/A
..\..\groundtruth\00539321.txt,..\..\Submissions\mixed\00539321.txt,0.09392265193,0.158974359,0.8723404255,181,195,0.1125555194,0.1237113402,0.8818312892,0.8762886598,0.8673469388,0.8717948718,294,291,mixed\00539321.txt,mixed,00539321.txt,#N/A
..\..\groundtruth\00539322.txt,..\..\Submissions\mixed\00539322.txt,0.1630434783,0.2182741117,0.8083989501,184,197,0.173738354,0.1655629139,0.8303292426,0.8344370861,0.8456375839,0.84,298,302,mixed\00539322.txt,mixed,00539322.txt,#N/A
..\..\groundtruth\00539323.txt,..\..\Submissions\mixed\00539323.txt,0.1314285714,0.1460674157,0.8611898017,175,178,0.1368571429,0.1030534351,0.8797200995,0.8969465649,0.8969465649,0.8969465649,262,262,mixed\00539323.txt,mixed,00539323.txt,#N/A
..\..\groundtruth\00539324.txt,..\..\Submissions\mixed\00539324.txt,0.2105263158,0.262295082,0.7627118644,171,183,0.2233918129,0.1933085502,0.7913640221,0.8066914498,0.8282442748,0.8173258004,262,269,mixed\00539324.txt,mixed,00539324.txt,#N/A
..\..\groundtruth\00539325.txt,..\..\Submissions\mixed\00539325.txt,0.2721893491,0.3787878788,0.6702997275,169,198,0.340905889,0.2878228782,0.6846081734,0.7121771218,0.6843971631,0.6980108499,282,271,mixed\00539325.txt,mixed,00539325.txt,#N/A
..\..\groundtruth\00539326.txt,..\..\Submissions\mixed\00539326.txt,0.1420454545,0.156424581,0.8507042254,176,179,0.1442775974,0.1045296167,0.8751452998,0.8954703833,0.8954703833,0.8954703833,287,287,mixed\00539326.txt,mixed,00539326.txt,#N/A
..\..\groundtruth\00539327.txt,..\..\Submissions\mixed\00539327.txt,0.1098901099,0.1290322581,0.8804347826,182,186,0.1117216117,0.09259259259,0.8977410094,0.9074074074,0.9107806691,0.9090909091,269,270,mixed\00539327.txt,mixed,00539327.txt,#N/A
..\..\groundtruth\00539328.txt,..\..\Submissions\mixed\00539328.txt,0.1656804734,0.2033898305,0.8150289017,169,177,0.1796844181,0.1610486891,0.8295287946,0.8389513109,0.8582375479,0.8484848485,261,267,mixed\00539328.txt,mixed,00539328.txt,#N/A
..\..\groundtruth\00539329.txt,..\..\Submissions\mixed\00539329.txt,0.1351351351,0.1836734694,0.8398950131,185,196,0.1498648649,0.1353383459,0.8573368656,0.8646616541,0.8582089552,0.861423221,268,266,mixed\00539329.txt,mixed,00539329.txt,#N/A
..\..\groundtruth\00539330.txt,..\..\Submissions\mixed\00539330.txt,0.1428571429,0.1917098446,0.832,182,193,0.1607666143,0.1335740072,0.8526129291,0.8664259928,0.8664259928,0.8664259928,277,277,mixed\00539330.txt,mixed,00539330.txt,#N/A
..\..\groundtruth\00539331.txt,..\..\Submissions\mixed\00539331.txt,0.192513369,0.2561576355,0.7743589744,187,203,0.2022536287,0.220735786,0.7883969896,0.779264214,0.8006872852,0.7898305085,291,299,mixed\00539331.txt,mixed,00539331.txt,#N/A
..\..\groundtruth\00539332.txt,..\..\Submissions\mixed\00539332.txt,0.1845238095,0.2388888889,0.7873563218,168,180,0.1880411255,0.2419928826,0.784055972,0.7580071174,0.7689530686,0.7634408602,277,281,mixed\00539332.txt,mixed,00539332.txt,#N/A
..\..\groundtruth\00539333.txt,..\..\Submissions\mixed\00539333.txt,0.2960893855,0.37,0.6649076517,179,200,0.3183281337,0.2927756654,0.6942130474,0.7072243346,0.7099236641,0.7085714286,262,263,mixed\00539333.txt,mixed,00539333.txt,#N/A
..\..\groundtruth\00539334.txt,..\..\Submissions\mixed\00539334.txt,0.1696969697,0.2430939227,0.7919075145,165,181,0.1909688995,0.202166065,0.803393505,0.797833935,0.797833935,0.797833935,277,277,mixed\00539334.txt,mixed,00539334.txt,#N/A
..\..\groundtruth\00539335.txt,..\..\Submissions\mixed\00539335.txt,0.1796407186,0.2259887006,0.7965116279,167,177,0.1889649273,0.168627451,0.8210778942,0.831372549,0.837944664,0.8346456693,253,255,mixed\00539335.txt,mixed,00539335.txt,#N/A
..\..\groundtruth\00539336.txt,..\..\Submissions\mixed\00539336.txt,0.2142857143,0.3616071429,0.7044334975,182,224,0.2440892441,0.296819788,0.7285926612,0.703180212,0.7210144928,0.7119856887,276,283,mixed\00539336.txt,mixed,00539336.txt,#N/A
..\..\groundtruth\00539337.txt,..\..\Submissions\mixed\00539337.txt,0.1621621622,0.1755319149,0.8310991957,185,188,0.1629343629,0.1258992806,0.8551823998,0.8741007194,0.8772563177,0.8756756757,277,278,mixed\00539337.txt,mixed,00539337.txt,#N/A
..\..\groundtruth\00539338.txt,..\..\Submissions\mixed\00539338.txt,0.1648351648,0.1739130435,0.8306010929,182,184,0.1675824176,0.1198501873,0.8556185075,0.8801498127,0.8801498127,0.8801498127,267,267,mixed\00539338.txt,mixed,00539338.txt,#N/A
..\..\groundtruth\00539339.txt,..\..\Submissions\mixed\00539339.txt,0.1270718232,0.1413043478,0.8657534247,181,184,0.1329570022,0.1228070175,0.872088458,0.8771929825,0.8620689655,0.8695652174,290,285,mixed\00539339.txt,mixed,00539339.txt,#N/A
..\..\groundtruth\00539340.txt,..\..\Submissions\mixed\00539340.txt,0.1075949367,0.1802325581,0.8545454545,158,172,0.1155063291,0.1959459459,0.8423578574,0.8040540541,0.8095238095,0.806779661,294,296,mixed\00539340.txt,mixed,00539340.txt,#N/A
..\..\groundtruth\00539341.txt,..\..\Submissions\mixed\00539341.txt,0.2678571429,0.3457446809,0.691011236,168,188,0.295103458,0.2591362126,0.7224327728,0.7408637874,0.7193548387,0.7299509002,310,301,mixed\00539341.txt,mixed,00539341.txt,#N/A
..\..\groundtruth\00539342.txt,..\..\Submissions\mixed\00539342.txt,0.1428571429,0.1525423729,0.8522727273,175,177,0.1457142857,0.1111111111,0.8712438536,0.8888888889,0.8888888889,0.8888888889,261,261,mixed\00539342.txt,mixed,00539342.txt,#N/A
..\..\groundtruth\00539343.txt,..\..\Submissions\mixed\00539343.txt,0.2387096774,0.4070351759,0.6666666667,155,199,0.2953405018,0.32996633,0.6869105057,0.67003367,0.6838487973,0.6768707483,291,297,mixed\00539343.txt,mixed,00539343.txt,#N/A
..\..\groundtruth\00539344.txt,..\..\Submissions\mixed\00539344.txt,0.2147239264,0.3367875648,0.7191011236,163,193,0.2567229039,0.2972972973,0.7224206379,0.7027027027,0.7003367003,0.7015177066,297,296,mixed\00539344.txt,mixed,00539344.txt,#N/A
..\..\groundtruth\00539345.txt,..\..\Submissions\mixed\00539345.txt,0.1621621622,0.1798941799,0.8288770053,185,189,0.1735649936,0.1318681319,0.8467704365,0.8681318681,0.8345070423,0.8509874327,284,273,mixed\00539345.txt,mixed,00539345.txt,#N/A
..\..\groundtruth\00539346.txt,..\..\Submissions\mixed\00539346.txt,0.1491712707,0.1979166667,0.8257372654,181,192,0.1643909498,0.1449814126,0.8452024016,0.8550185874,0.8582089552,0.8566108007,268,269,mixed\00539346.txt,mixed,00539346.txt,#N/A
..\..\groundtruth\00539347.txt,..\..\Submissions\mixed\00539347.txt,0.1684210526,0.2139303483,0.8081841432,190,201,0.1870175439,0.1565836299,0.8279198237,0.8434163701,0.8464285714,0.8449197861,280,281,mixed\00539347.txt,mixed,00539347.txt,#N/A
..\..\groundtruth\00539348.txt,..\..\Submissions\mixed\00539348.txt,0.1802325581,0.2209944751,0.7988668555,172,181,0.1947674419,0.1589147287,0.8227685232,0.8410852713,0.8509803922,0.8460038986,255,258,mixed\00539348.txt,mixed,00539348.txt,#N/A
..\..\groundtruth\00539349.txt,..\..\Submissions\mixed\00539349.txt,0.1609195402,0.2065217391,0.8156424581,174,184,0.1808908046,0.1547169811,0.8319903056,0.8452830189,0.8389513109,0.8421052632,267,265,mixed\00539349.txt,mixed,00539349.txt,#N/A
..\..\groundtruth\00539350.txt,..\..\Submissions\mixed\00539350.txt,0.2043010753,0.2127659574,0.7914438503,186,188,0.2141577061,0.1628787879,0.8106716524,0.8371212121,0.8308270677,0.8339622642,266,264,mixed\00539350.txt,mixed,00539350.txt,#N/A
..\..\groundtruth\00539351.txt,..\..\Submissions\mixed\00539351.txt,0.138121547,0.170212766,0.8455284553,181,188,0.1465930018,0.1381818182,0.8575919665,0.8618181818,0.8618181818,0.8618181818,275,275,mixed\00539351.txt,mixed,00539351.txt,#N/A
..\..\groundtruth\00539352.txt,..\..\Submissions\mixed\00539352.txt,0.152866242,0.2222222222,0.8109756098,157,171,0.1645435244,0.2283737024,0.8022737818,0.7716262976,0.7743055556,0.7729636049,288,289,mixed\00539352.txt,mixed,00539352.txt,#N/A
..\..\groundtruth\00539353.txt,..\..\Submissions\mixed\00539353.txt,0.1676300578,0.2615384615,0.7826086957,173,195,0.1935113905,0.2097902098,0.7982662161,0.7902097902,0.7929824561,0.7915936953,285,286,mixed\00539353.txt,mixed,00539353.txt,#N/A
..\..\groundtruth\00539354.txt,..\..\Submissions\mixed\00539354.txt,0.1964285714,0.25,0.775862069,168,180,0.220946712,0.2095588235,0.7847059183,0.7904411765,0.7818181818,0.7861060329,275,272,mixed\00539354.txt,mixed,00539354.txt,#N/A
..\..\groundtruth\00539355.txt,..\..\Submissions\mixed\00539355.txt,0.186440678,0.25,0.7804878049,177,192,0.2170253789,0.1794871795,0.8013043297,0.8205128205,0.8057553957,0.8130671506,278,273,mixed\00539355.txt,mixed,00539355.txt,#N/A
..\..\groundtruth\00539356.txt,..\..\Submissions\mixed\00539356.txt,0.1396648045,0.1491712707,0.8555555556,179,181,0.1501396648,0.1171875,0.8660230736,0.8828125,0.8692307692,0.8759689922,260,256,mixed\00539356.txt,mixed,00539356.txt,#N/A
..\..\groundtruth\00539357.txt,..\..\Submissions\mixed\00539357.txt,0.2209302326,0.2717391304,0.7528089888,172,184,0.2441860465,0.2047244094,0.7750427956,0.7952755906,0.7952755906,0.7952755906,254,254,mixed\00539357.txt,mixed,00539357.txt,#N/A
..\..\groundtruth\00539358.txt,..\..\Submissions\mixed\00539358.txt,0.1597633136,0.1791907514,0.8304093567,169,173,0.166617357,0.1254480287,0.8534711191,0.8745519713,0.884057971,0.8792792793,276,279,mixed\00539358.txt,mixed,00539358.txt,#N/A
..\..\groundtruth\00539359.txt,..\..\Submissions\mixed\00539359.txt,0.1256544503,0.1691542289,0.8520408163,191,201,0.1382198953,0.1232876712,0.869182089,0.8767123288,0.8737201365,0.8752136752,293,292,mixed\00539359.txt,mixed,00539359.txt,#N/A
..\..\groundtruth\00539360.txt,..\..\Submissions\mixed\00539360.txt,0.1164021164,0.1302083333,0.8766404199,189,192,0.1199294533,0.09090909091,0.8943453714,0.9090909091,0.9027777778,0.9059233449,288,286,mixed\00539360.txt,mixed,00539360.txt,#N/A
..\..\groundtruth\00539361.txt,..\..\Submissions\mixed\00539361.txt,0.1621621622,0.1884816754,0.8244680851,185,191,0.1765765766,0.138576779,0.8419948011,0.861423221,0.8582089552,0.8598130841,268,267,mixed\00539361.txt,mixed,00539361.txt,#N/A
..\..\groundtruth\00539362.txt,..\..\Submissions\mixed\00539362.txt,0.2125,0.2588235294,0.7636363636,160,170,0.2278645833,0.1855670103,0.7927203811,0.8144329897,0.8116438356,0.8130360206,292,291,mixed\00539362.txt,mixed,00539362.txt,#N/A
..\..\groundtruth\00539363.txt,..\..\Submissions\mixed\00539363.txt,0.1590909091,0.1731843575,0.8338028169,176,179,0.1615530303,0.140077821,0.8490488016,0.859922179,0.86328125,0.8615984405,256,257,mixed\00539363.txt,mixed,00539363.txt,#N/A
..\..\groundtruth\00539364.txt,..\..\Submissions\mixed\00539364.txt,0.1158536585,0.1369047619,0.8734939759,164,168,0.1204268293,0.1,0.8896693507,0.9,0.9,0.9,270,270,mixed\00539364.txt,mixed,00539364.txt,#N/A
..\..\groundtruth\00539365.txt,..\..\Submissions\mixed\00539365.txt,0.15625,0.1768292683,0.8333333333,160,164,0.1677083333,0.1299212598,0.8507658285,0.8700787402,0.8700787402,0.8700787402,254,254,mixed\00539365.txt,mixed,00539365.txt,#N/A
..\..\groundtruth\00539366.txt,..\..\Submissions\mixed\00539366.txt,0.1714285714,0.1944444444,0.8169014085,175,180,0.178,0.1375464684,0.8417410034,0.8624535316,0.8592592593,0.8608534323,270,269,mixed\00539366.txt,mixed,00539366.txt,#N/A
..\..\groundtruth\00539367.txt,..\..\Submissions\mixed\00539367.txt,0.1371428571,0.132183908,0.8653295129,175,174,0.14,0.09328358209,0.8827405593,0.9067164179,0.9033457249,0.905027933,269,268,mixed\00539367.txt,mixed,00539367.txt,#N/A
..\..\groundtruth\00539368.txt,..\..\Submissions\mixed\00539368.txt,0.1656050955,0.2012195122,0.8161993769,157,164,0.1751592357,0.16,0.8323513658,0.84,0.843373494,0.8416833667,249,250,mixed\00539368.txt,mixed,00539368.txt,#N/A
..\..\groundtruth\00539369.txt,..\..\Submissions\mixed\00539369.txt,0.1149425287,0.1348314607,0.875,174,178,0.1264367816,0.08391608392,0.894318437,0.9160839161,0.9128919861,0.9144851658,287,286,mixed\00539369.txt,mixed,00539369.txt,#N/A
..\..\groundtruth\00539370.txt,..\..\Submissions\mixed\00539370.txt,0.1369047619,0.1761363636,0.8430232558,168,176,0.1474277211,0.1349206349,0.8587802868,0.8650793651,0.8616600791,0.8633663366,253,252,mixed\00539370.txt,mixed,00539370.txt,#N/A
..\..\groundtruth\00539371.txt,..\..\Submissions\mixed\00539371.txt,0.1459459459,0.1813471503,0.835978836,185,193,0.1604118404,0.1412639405,0.8490541672,0.8587360595,0.8619402985,0.8603351955,268,269,mixed\00539371.txt,mixed,00539371.txt,#N/A
..\..\groundtruth\00539372.txt,..\..\Submissions\mixed\00539372.txt,0.1097560976,0.130952381,0.8795180723,164,168,0.1183943089,0.09621993127,0.8925551777,0.9037800687,0.9006849315,0.9022298456,292,291,mixed\00539372.txt,mixed,00539372.txt,#N/A
