groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,Method and file,Method,File,Decorations
..\..\groundtruth\00046893.txt,..\..\Submissions\gt4hist\00046893.txt,83,62,0.4939759036,gt4hist\00046893.txt,gt4hist,00046893.txt,0
..\..\groundtruth\00046895.txt,..\..\Submissions\gt4hist\00046895.txt,457,493,0.693654267,gt4hist\00046895.txt,gt4hist,00046895.txt,0
..\..\groundtruth\00046896.txt,..\..\Submissions\gt4hist\00046896.txt,607,664,0.8319604613,gt4hist\00046896.txt,gt4hist,00046896.txt,0
..\..\groundtruth\00046897.txt,..\..\Submissions\gt4hist\00046897.txt,580,629,0.8103448276,gt4hist\00046897.txt,gt4hist,00046897.txt,0
..\..\groundtruth\00046898.txt,..\..\Submissions\gt4hist\00046898.txt,601,662,0.8086522463,gt4hist\00046898.txt,gt4hist,00046898.txt,0
..\..\groundtruth\00046899.txt,..\..\Submissions\gt4hist\00046899.txt,561,616,0.7914438503,gt4hist\00046899.txt,gt4hist,00046899.txt,0
..\..\groundtruth\00046900.txt,..\..\Submissions\gt4hist\00046900.txt,611,645,0.8363338789,gt4hist\00046900.txt,gt4hist,00046900.txt,0
..\..\groundtruth\00046901.txt,..\..\Submissions\gt4hist\00046901.txt,551,606,0.1524500907,gt4hist\00046901.txt,gt4hist,00046901.txt,0
..\..\groundtruth\00046902.txt,..\..\Submissions\gt4hist\00046902.txt,581,636,0.8072289157,gt4hist\00046902.txt,gt4hist,00046902.txt,0
..\..\groundtruth\00046903.txt,..\..\Submissions\gt4hist\00046903.txt,331,361,0.4894259819,gt4hist\00046903.txt,gt4hist,00046903.txt,0
..\..\groundtruth\00046905.txt,..\..\Submissions\gt4hist\00046905.txt,290,317,0.7,gt4hist\00046905.txt,gt4hist,00046905.txt,0
..\..\groundtruth\00046906.txt,..\..\Submissions\gt4hist\00046906.txt,724,758,0.3577348066,gt4hist\00046906.txt,gt4hist,00046906.txt,0
..\..\groundtruth\00046907.txt,..\..\Submissions\gt4hist\00046907.txt,908,991,0.1740088106,gt4hist\00046907.txt,gt4hist,00046907.txt,0
..\..\groundtruth\00046908.txt,..\..\Submissions\gt4hist\00046908.txt,889,972,0.7817772778,gt4hist\00046908.txt,gt4hist,00046908.txt,0
..\..\groundtruth\00046909.txt,..\..\Submissions\gt4hist\00046909.txt,817,887,0.2827417381,gt4hist\00046909.txt,gt4hist,00046909.txt,0
..\..\groundtruth\00046910.txt,..\..\Submissions\gt4hist\00046910.txt,940,1011,0.8436170213,gt4hist\00046910.txt,gt4hist,00046910.txt,0
..\..\groundtruth\00046911.txt,..\..\Submissions\gt4hist\00046911.txt,881,972,0.6810442679,gt4hist\00046911.txt,gt4hist,00046911.txt,0
..\..\groundtruth\00046912.txt,..\..\Submissions\gt4hist\00046912.txt,878,980,0.8029612756,gt4hist\00046912.txt,gt4hist,00046912.txt,0
..\..\groundtruth\00046913.txt,..\..\Submissions\gt4hist\00046913.txt,809,904,0.8009888752,gt4hist\00046913.txt,gt4hist,00046913.txt,0
..\..\groundtruth\00046914.txt,..\..\Submissions\gt4hist\00046914.txt,927,1004,0.8274002157,gt4hist\00046914.txt,gt4hist,00046914.txt,0
..\..\groundtruth\00046915.txt,..\..\Submissions\gt4hist\00046915.txt,877,942,0.6214367161,gt4hist\00046915.txt,gt4hist,00046915.txt,0
..\..\groundtruth\00046916.txt,..\..\Submissions\gt4hist\00046916.txt,878,971,0.8097949886,gt4hist\00046916.txt,gt4hist,00046916.txt,0
..\..\groundtruth\00046917.txt,..\..\Submissions\gt4hist\00046917.txt,895,981,0.8234636872,gt4hist\00046917.txt,gt4hist,00046917.txt,0
..\..\groundtruth\00046918.txt,..\..\Submissions\gt4hist\00046918.txt,851,926,0.821386604,gt4hist\00046918.txt,gt4hist,00046918.txt,0
..\..\groundtruth\00046919.txt,..\..\Submissions\gt4hist\00046919.txt,883,943,0.6987542469,gt4hist\00046919.txt,gt4hist,00046919.txt,0
..\..\groundtruth\00046920.txt,..\..\Submissions\gt4hist\00046920.txt,877,951,0.8118586089,gt4hist\00046920.txt,gt4hist,00046920.txt,0
..\..\groundtruth\00046921.txt,..\..\Submissions\gt4hist\00046921.txt,855,909,0.7906432749,gt4hist\00046921.txt,gt4hist,00046921.txt,0
..\..\groundtruth\00046922.txt,..\..\Submissions\gt4hist\00046922.txt,888,934,0.3006756757,gt4hist\00046922.txt,gt4hist,00046922.txt,0
..\..\groundtruth\00046923.txt,..\..\Submissions\gt4hist\00046923.txt,860,913,0.7186046512,gt4hist\00046923.txt,gt4hist,00046923.txt,0
..\..\groundtruth\00046924.txt,..\..\Submissions\gt4hist\00046924.txt,687,757,0.7831149927,gt4hist\00046924.txt,gt4hist,00046924.txt,0
..\..\groundtruth\00046925.txt,..\..\Submissions\gt4hist\00046925.txt,826,887,0.2639225182,gt4hist\00046925.txt,gt4hist,00046925.txt,0
..\..\groundtruth\00046926.txt,..\..\Submissions\gt4hist\00046926.txt,842,914,0.1757719715,gt4hist\00046926.txt,gt4hist,00046926.txt,0
..\..\groundtruth\00046927.txt,..\..\Submissions\gt4hist\00046927.txt,866,933,0.8152424942,gt4hist\00046927.txt,gt4hist,00046927.txt,0
..\..\groundtruth\00046928.txt,..\..\Submissions\gt4hist\00046928.txt,551,593,0.3248638838,gt4hist\00046928.txt,gt4hist,00046928.txt,0
..\..\groundtruth\00046929.txt,..\..\Submissions\gt4hist\00046929.txt,884,952,0.8438914027,gt4hist\00046929.txt,gt4hist,00046929.txt,0
..\..\groundtruth\00046930.txt,..\..\Submissions\gt4hist\00046930.txt,844,907,0.8447867299,gt4hist\00046930.txt,gt4hist,00046930.txt,0
..\..\groundtruth\00046931.txt,..\..\Submissions\gt4hist\00046931.txt,893,978,0.8320268757,gt4hist\00046931.txt,gt4hist,00046931.txt,0
..\..\groundtruth\00046932.txt,..\..\Submissions\gt4hist\00046932.txt,774,840,0.8281653747,gt4hist\00046932.txt,gt4hist,00046932.txt,0
..\..\groundtruth\00046933.txt,..\..\Submissions\gt4hist\00046933.txt,771,836,0.3527885863,gt4hist\00046933.txt,gt4hist,00046933.txt,0
..\..\groundtruth\00046934.txt,..\..\Submissions\gt4hist\00046934.txt,956,1047,0.8242677824,gt4hist\00046934.txt,gt4hist,00046934.txt,0
..\..\groundtruth\00046935.txt,..\..\Submissions\gt4hist\00046935.txt,808,850,0.2784653465,gt4hist\00046935.txt,gt4hist,00046935.txt,0
..\..\groundtruth\00046936.txt,..\..\Submissions\gt4hist\00046936.txt,800,854,0.81625,gt4hist\00046936.txt,gt4hist,00046936.txt,0
..\..\groundtruth\00046937.txt,..\..\Submissions\gt4hist\00046937.txt,829,902,0.8154402895,gt4hist\00046937.txt,gt4hist,00046937.txt,0
..\..\groundtruth\00046938.txt,..\..\Submissions\gt4hist\00046938.txt,936,1023,0.8151709402,gt4hist\00046938.txt,gt4hist,00046938.txt,0
..\..\groundtruth\00046939.txt,..\..\Submissions\gt4hist\00046939.txt,864,920,0.818287037,gt4hist\00046939.txt,gt4hist,00046939.txt,0
..\..\groundtruth\00046940.txt,..\..\Submissions\gt4hist\00046940.txt,935,973,0.1989304813,gt4hist\00046940.txt,gt4hist,00046940.txt,0
..\..\groundtruth\00046941.txt,..\..\Submissions\gt4hist\00046941.txt,919,998,0.6256800871,gt4hist\00046941.txt,gt4hist,00046941.txt,0
..\..\groundtruth\00046942.txt,..\..\Submissions\gt4hist\00046942.txt,591,620,0.6379018613,gt4hist\00046942.txt,gt4hist,00046942.txt,0
..\..\groundtruth\00046943.txt,..\..\Submissions\gt4hist\00046943.txt,580,623,0.6103448276,gt4hist\00046943.txt,gt4hist,00046943.txt,0
..\..\groundtruth\00046944.txt,..\..\Submissions\gt4hist\00046944.txt,872,945,0.7889908257,gt4hist\00046944.txt,gt4hist,00046944.txt,0
..\..\groundtruth\00046945.txt,..\..\Submissions\gt4hist\00046945.txt,937,1012,0.8527214514,gt4hist\00046945.txt,gt4hist,00046945.txt,0
..\..\groundtruth\00046946.txt,..\..\Submissions\gt4hist\00046946.txt,847,912,0.8382526564,gt4hist\00046946.txt,gt4hist,00046946.txt,0
..\..\groundtruth\00046947.txt,..\..\Submissions\gt4hist\00046947.txt,644,702,0.3400621118,gt4hist\00046947.txt,gt4hist,00046947.txt,0
..\..\groundtruth\00046948.txt,..\..\Submissions\gt4hist\00046948.txt,870,924,0.8482758621,gt4hist\00046948.txt,gt4hist,00046948.txt,0
..\..\groundtruth\00046949.txt,..\..\Submissions\gt4hist\00046949.txt,917,1005,0.8298800436,gt4hist\00046949.txt,gt4hist,00046949.txt,0
..\..\groundtruth\00046950.txt,..\..\Submissions\gt4hist\00046950.txt,919,1011,0.80304679,gt4hist\00046950.txt,gt4hist,00046950.txt,0
..\..\groundtruth\00046951.txt,..\..\Submissions\gt4hist\00046951.txt,899,960,0.8042269188,gt4hist\00046951.txt,gt4hist,00046951.txt,0
..\..\groundtruth\00046952.txt,..\..\Submissions\gt4hist\00046952.txt,775,838,0.4993548387,gt4hist\00046952.txt,gt4hist,00046952.txt,0
..\..\groundtruth\00046953.txt,..\..\Submissions\gt4hist\00046953.txt,772,796,0.7953367876,gt4hist\00046953.txt,gt4hist,00046953.txt,0
..\..\groundtruth\00046954.txt,..\..\Submissions\gt4hist\00046954.txt,913,998,0.8192771084,gt4hist\00046954.txt,gt4hist,00046954.txt,0
..\..\groundtruth\00046955.txt,..\..\Submissions\gt4hist\00046955.txt,928,1001,0.8351293103,gt4hist\00046955.txt,gt4hist,00046955.txt,0
..\..\groundtruth\00046956.txt,..\..\Submissions\gt4hist\00046956.txt,773,839,0.4359637775,gt4hist\00046956.txt,gt4hist,00046956.txt,0
